繁體	简体	吳拼	出處	備註
犧	牺	shi1	2	
犠	牺	shi1	2	
嬉	嬉	shi1	1	
兮	兮	shi1	2	又音
禧	禧	shi1	2	
先	先	shi1	1	
鮮	鲜	shi1	1	
鱻	鲜	shi1	1	
仙	仙	shi1	1	
僊	仙	shi1	1	
籼	籼	shi1	1	
秈	籼	shi1	1	
杴	杴	shi1	1	火杴
鍁	锨	shi1	3	火鍁
軒	轩	shi1	1	
蜆	蚬	shi1	1	
獻	献	shi1	2	
死	死	shi3	1	白讀
璽	玺	shi3	2	
喜	喜	shi3	1	
手	手	shi3	3	又音 僅限於「蛇手」
洗	洗	shi3	2	
筅	筅	shi3	1	
箲	箲	shi3	1	
癬	癣	shi3	1	
閃	闪	shi3	1	
陝	陕	shi3	2	
險	险	shi3	1	
険	险	shi3	1	
顯	显	shi3	1	
顕	显	shi3	1	
細	细	shi5	1	
婿	婿	shi5	1	
壻	婿	shi5	1	
世	世	shi5	1	
卋	世	shi5	1	
丗	世	shi5	1	
絮	絮	shi5	1	白讀 花絮
戲	戏	shi5	1	
戱	戏	shi5	1	
戯	戏	shi5	1	
系	系	shi5	2	
係	系	shi5	1	
繫	系	shi5	2	
繋	系	shi5	2	
熙	熙	shi5	2	
熈	熙	shi5	2	
煕	熙	shi5	2	
嘻	嘻	shi5	2	
譆	嘻	shi5	2	
纖	纤	shi5	2	
纎	纤	shi5	2	
繊	纤	shi5	2	
線	线	shi5	1	
綫	线	shi5	1	
苫	苫	shi5	1	草苫
扇	扇	shi5	1	
搧	扇	shi5	1	
騸	骟	shi5	1	
憲	宪	shi5	2	
掀	掀	shi5	2	
徐	徐	zhi2	2	
齊	齐	zhi2	1	白讀
斉	齐	zhi2	1	白讀
前	前	zhi2	1	
自	自	zhi6	1	白讀
賤	贱	zhi6	1	白讀
甘	甘	ki1	1	
泔	泔	ki1	1	
柑	柑	ki1	2	
乾	干	ki1	1	
干	干	ki1	2	
肝	肝	ki1	1	
竿	竿	ki1	1	
秆	秆	ki1	1	
稈	秆	ki1	1	
杆	杆	ki1	1	
桿	杆	ki1	1	
鋸	锯	ki1	1	白讀
該	该	ki1	1	僅限於「該應」一詞
賅	赅	ki1	3	
𡨢	𡨢	ki1	1	又音
丐	丐	ki1	2	又音
匃	丐	ki1	2	又音
匄	丐	ki1	2	又音
敢	敢	ki3	1	
感	感	ki3	1	
擀	擀	ki3	2	擀麵
趕	赶	ki3	1	
狗	狗	ki3	1	兒化音殘留
幹	干	ki5	1	
榦	干	ki5	1	
侅	侅	khi1	3	
看	看	khi5	1	
堪	堪	khi5	3	堪好
墈	墈	khi5	3	高峻的堤岸；高地的崖壁
携	携	yi2	2	
攜	携	yi2	2	
擕	携	yi2	2	
移	移	yi2	1	
迻	移	yi2	1	
怡	怡	yi2	2	
貽	贻	yi2	2	
飴	饴	yi2	2	
迤	迤	yi2	1	
夷	夷	yi2	2	
姨	姨	yi2	1	
遺	遗	yi2	1	
痬	痬	yi2	1	疾病傳染
肄	肄	yi2	1	
蚰	蚰	yi2	1	蜒蚰螺
沂	沂	yi2	2	文讀
矣	矣	yi2	2	
易	易	yi2	2	容易
懿	懿	yi2	2	
涯	涯	yi2	2	白讀
崖	崖	yi2	2	白讀
冶	冶	yi2	2	白讀
𧍢	𧍢	yi2	1	軟體動物爬行
延	延	yi2	1	
蜒	蜒	yi2	1	蜒蚰螺
涎	涎	yi2	2	
鹽	盐	yi2	2	
塩	盐	yi2	2	
賢	贤	yi2	2	
弦	弦	yi2	2	
絃	弦	yi2	2	
言	言	yi2	2	
炎	炎	yi2	1	
沿	沿	yi2	1	
雁	雁	yi2	2	
鴈	雁	yi2	2	
咸	咸	yi2	2	咸祥
檐	檐	yi2	1	
簷	檐	yi2	1	
演	演	yi2	2	
縯	演	yi2	2	
豔	艳	yi2	2	
艷	艳	yi2	2	
豓	艳	yi2	2	
已	已	yi6	2	
以	以	yi6	1	
咦	咦	yi6	3	
裏	里	yi6	3	又音 僅限於「阿裏」
裡	里	yi6	3	又音 僅限於「阿裏」
鱔	鳝	yi6	1	僅限於「黃鱔」一詞
鱓	鳝	yi6	1	僅限於「黃鱔」一詞
蟮	蟮	yi6	3	僅限於「曲蟮」
異	异	yi6	1	
勩	勚	yi6	1	器物磨損
貤	貤	yi6	3	
現	现	yi6	1	
焰	焰	yi6	1	
燄	焰	yi6	1	
焔	焰	yi6	1	
筵	筵	yi6	1	
鹽	盐	yi6	3	動詞
塩	盐	yi6	3	動詞
腌	腌	yi6	3	僅限於「暴醃」
醃	腌	yi6	3	僅限於「暴醃」
練	练	yi6	3	又音 僅限於「火赤練」
衣	衣	i1	1	
挔	挔	i1	3	咋挔
醫	医	i1	1	
瞖	翳	i1	1	
依	依	i1	1	
伊	伊	i1	3	
咿	咿	i1	3	
吚	咿	i1	3	
蔫	蔫	i1	1	
焉	焉	i1	2	
煙	烟	i1	1	
菸	烟	i1	1	
胭	胭	i1	1	
臙	胭	i1	1	
嫌	嫌	i1	2	
腌	腌	i1	1	
醃	腌	i1	1	
椅	椅	i3	1	
以	以	i3	1	又音
掩	掩	i3	1	
𥀬	𪠏	i3	1	瘡痂
⿱厭肉	⿱厌肉	i3	3	𥀬也作⿱厭肉
衣	衣	i3	3	蛋、果實等殼與肉之間的薄膜
意	意	i5	1	
饐	饐	i5	3	
挔	挔	i5	3	
益	益	i5	3	又音 僅限於「益加」
億	亿	i5	2	
憶	忆	i5	2	
臆	臆	i5	2	
宴	宴	i5	2	
讌	宴	i5	2	
醼	宴	i5	2	
燕	燕	i5	1	
鷰	燕	i5	1	
咽	咽	i5	1	
嚥	咽	i5	1	
淹	淹	i5	2	
閹	阉	i5	2	
䞁	𬥺	i5	1	䞁長短
堰	堰	i5	1	
厭	厌	i5	1	
晏	晏	i5	2	姓
譜	谱	pu1	1	
補	补	pu3	1	
布	布	pu5	1	
佈	布	pu5	1	
怖	怖	pu5	2	
鋪	铺	phu1	1	鋪陳
脯	脯	phu1	1	
潽	潽	phu1	1	
普	普	phu3	1	
浦	浦	phu3	2	
鋪	铺	phu5	1	床鋪
舖	铺	phu5	1	床鋪
舗	铺	phu5	1	床鋪
菩	菩	bu2	1	
脯	脯	bu2	1	
鯆	𫚙	bu2	1	土鯆魚
䩉	䩉	bu2	1	牛控䩉
部	部	bu6	1	
篰	篰	bu6	3	
簿	簿	bu6	1	
𥳖	𥳖	bu6	1	
殕	殕	bu6	4	食物上所生的白色黴菌。《廣韻》芳武切，食上生白毛
步	步	bu6	1	
歩	步	bu6	1	
捕	捕	bu6	2	
蒲	蒲	bu6	1	
脯	脯	bu6	3	①沙、土等受擠壓而往不同方向移動②臉長得闊大，向外擴展
瓠	瓠	bu6	1	
埠	埠	bu6	1	
伏	伏	bu6	1	「孵蛋」，本字當作「伏蛋」
孵	孵	bu6	1	「孵蛋」，本字當作「伏蛋」
卜	卜	bu6	3	又音 腳卜絡頭
夫	夫	fu1	1	
伕	夫	fu1	2	
麩	麸	fu1	1	
粰	麸	fu1	1	
孵	孵	fu1	2	文讀
敷	敷	fu1	1	
㩤	㩤	fu1	1	用手揮灑液體或粉末等
孚	孚	fu1	1	
俘	俘	fu1	2	
赴	赴	fu1	2	
訃	讣	fu1	2	
賦	赋	fu1	2	
膚	肤	fu1	1	
乎	乎	fu1	1	燥乎乎
呼	呼	fu1	1	
嘑	呼	fu1	1	
虖	呼	fu1	1	
謼	呼	fu1	1	
殕	殕	fu3	2	食物上所生的白色黴菌。《廣韻》芳武切，食上生白毛
府	府	fu3	1	
腑	腑	fu3	2	
俯	俯	fu3	2	
頫	俯	fu3	2	
斧	斧	fu3	1	
釜	釜	fu3	2	
甫	甫	fu3	2	
輔	辅	fu3	2	
撫	抚	fu3	2	撫恤金
虎	虎	fu3	1	
滸	浒	fu3	2	
富	富	fu5	1	
副	副	fu5	1	
傅	傅	fu5	2	姓
付	付	fu5	2	
戽	戽	fu5	1	戽水
芙	芙	vu2	1	
扶	扶	vu2	1	
符	符	vu2	2	
無	无	vu2	2	
无	无	vu2	2	
侮	侮	vu2	2	
浮	浮	vu2	1	文讀
父	父	vu6	1	
撫	抚	vu6	2	撫養
婦	妇	vu6	1	
媍	妇	vu6	1	
務	务	vu6	2	
阜	阜	vu6	2	文讀
傅	傅	vu6	3	師傅
腐	腐	vu6	1	
附	附	vu6	2	
坿	附	vu6	2	
駙	驸	vu6	2	
霧	雾	vu6	2	
乎	乎	vu6	2	又音
都	都	tu1	1	
堵	堵	tu3	2	
賭	赌	tu3	1	
睹	睹	tu3	2	
覩	睹	tu3	2	
肚	肚	tu3	1	作爲食品的豬的胃
妒	妒	tu5	2	
妬	妒	tu5	2	
嘟	嘟	tu5	2	
都	都	thu1	3	又音 僅限於「都整」
土	土	thu3	1	
吐	吐	thu3	2	吞吐
兔	兔	thu5	1	
兎	兔	thu5	1	
堍	堍	thu5	1	
吐	吐	thu5	2	嘔吐
唾	唾	thu5	1	饞唾水
徒	徒	du2	1	
屠	屠	du2	2	
途	途	du2	1	
塗	涂	du2	1	
圖	图	du2	1	
図	图	du2	1	
堵	堵	du2	3	量詞
杜	杜	du6	1	
肚	肚	du6	1	
度	度	du6	1	
渡	渡	du6	1	
鍍	镀	du6	2	
喥	喥	du6	1	發喥
奴	奴	nu2	2	
努	努	nu2	2	
梧	梧	nu2	2	
誤	误	nu2	2	
悟	悟	nu2	2	
吾	吾	nu2	2	
努	努	nu6	2	
怒	怒	nu6	1	
呶	呶	nhu5	1	
廬	庐	lu2	2	
爐	炉	lu2	1	
盧	卢	lu2	1	
蘆	芦	lu2	1	
鸕	鸬	lu2	2	
鱸	鲈	lu2	1	
顱	颅	lu2	1	骷顱頭
驢	驴	lu2	2	
滷	卤	lu2	1	
鹵	卤	lu6	1	
魯	鲁	lu6	2	
櫓	橹	lu6	1	
艪	橹	lu6	1	
艣	橹	lu6	1	
樐	橹	lu6	1	
路	路	lu6	1	
露	露	lu6	1	
鷺	鹭	lu6	1	
絡	络	lu6	3	又音 僅限於「腳卜絡頭」
謱	𫍴	lhu5	3	謰謰謱謱
租	租	tsu1	2	
組	组	tsu3	2	
阻	阻	tsu3	1	
祖	祖	tsu3	1	
詛	诅	tsu3	2	
蛆	蛆	tsu3	2	
粗	粗	tshu1	1	
麤	粗	tshu1	1	
觕	粗	tshu1	1	
初	初	tshu1	1	
措	措	tshu1	2	
楚	楚	tshu3	2	
礎	础	tshu3	2	
醋	醋	tshu5	2	
酢	醋	tshu5	2	
瘄	瘄	tshu5	1	瘄子
雛	雏	dzu2	2	
鋤	锄	dzu2	1	鋤地
耡	锄	dzu2	1	鋤地
鉏	锄	dzu2	1	鋤地
助	助	dzu2	2	幫助
助	助	dzu6	2	助一把
穌	稣	su1	2	
蘇	苏	su1	1	
蘓	苏	su1	1	
甦	苏	su1	2	
囌	苏	su1	2	
酥	酥	su1	1	
梳	梳	su1	2	文讀 梳理
疏	疏	su1	2	疏通
疎	疏	su1	2	疏通
數	数	su3	1	清點
鬚	须	su3	1	牙鬚
素	素	su5	1	
訴	诉	su5	1	
愬	诉	su5	1	
塑	塑	su5	1	塑子
疏	疏	su5	2	稀疏
疎	疏	su5	2	稀疏
蔬	蔬	su5	2	
數	数	su5	1	名詞
孤	孤	ku1	1	
辜	辜	ku1	2	
菇	菇	ku1	1	
菰	菇	ku1	1	
姑	姑	ku1	1	
估	估	ku1	1	
咕	咕	ku1	1	
蛄	蛄	ku1	1	
跍	跍	ku1	3	僅限於「矮跍跍」
固	固	ku1	2	
箍	箍	ku1	2	金箍圈
古	古	ku3	1	
股	股	ku3	1	
羖	羖	ku3	1	
臌	臌	ku3	1	臌脹病
鼓	鼓	ku3	2	
皷	鼓	ku3	2	
賈	贾	ku3	2	商賈
固	固	ku5	2	
故	故	ku5	2	
顧	顾	ku5	1	
雇	雇	ku5	1	
僱	雇	ku5	1	
枯	枯	khu1	1	
箍	箍	khu1	1	箍桶
骷	骷	khu1	1	
苦	苦	khu3	1	
庫	库	khu5	1	
褲	裤	khu5	1	
袴	裤	khu5	1	
跍	跍	gu2	1	蹲
咕	咕	gu6	1	嘮裏嘮叨地責備
和	和	wu2	1	玩麻將時某一方的牌合乎規定的要求贏了全局
胡	胡	wu2	1	
鬍	胡	wu2	1	
衚	胡	wu2	1	
湖	湖	wu2	1	
糊	糊	wu2	1	
餬	糊	wu2	1	
葫	葫	wu2	2	
蝴	蝴	wu2	1	
狐	狐	wu2	1	
瓠	瓠	wu2	2	
壺	壶	wu2	2	
乎	乎	wu2	2	
誤	误	wu2	2	又音
悟	悟	wu2	2	又音
吳	吴	wu2	2	
吴	吴	wu2	2	
呉	吴	wu2	2	
黃	黄	wu2	1	又音 僅限於「黃狗」及「嘸郎黃狗」
黄	黄	wu2	1	又音 僅限於「黃狗」及「嘸郎黃狗」
誣	诬	wu2	1	又音
毋	毋	wu2	2	
鳧	凫	wu2	1	水鳧鷺
鳬	凫	wu2	1	水鳧鷺
舞	舞	wu2	2	
鵡	鹉	wu2	2	
無	无	wu2	1	又音
无	无	wu2	1	又音
吾	吾	wu2	2	又音
蜈	蜈	wu2	2	文讀
户	户	wu6	1	
戶	户	wu6	1	
戸	户	wu6	1	
滬	沪	wu6	2	
伍	伍	wu6	2	
午	午	wu6	1	
護	护	wu6	1	
萵	莴	wu6	3	香萵筍
互	互	wu6	2	
武	武	wu6	1	
務	务	wu6	1	又音
惡	恶	wu6	2	可惡
悪	恶	wu6	2	可惡
梧	梧	wu6	1	又音
戊	戊	wu6	1	
霧	雾	wu6	1	又音
烏	乌	u1	1	
塢	坞	u1	2	
隖	坞	u1	2	
污	污	u1	1	
汙	污	u1	1	
汚	污	u1	1	
洿	洿	u1	1	
萵	莴	u1	1	
誣	诬	u1	1	
衣	衣	u1	1	僅限於「衣櫥」一詞
熓	𤆡	u1	1	
糊	糊	u1	3	僅限於「爛泥糊漿」
胡	胡	u1	3	又音 僅限於「胡嚨」
惡	恶	u1	1	可惡
悪	恶	u1	1	可惡
椅	椅	u3	1	「椅子」一詞中又音
烏	乌	u3	4	硬幣背面無文字的一面
烏	乌	u5	4	痕跡
鄔	邬	u5	2	
捂	捂	u5	1	又音
焐	焐	u5	1	
熩	熩	u5	3	
居	居	ciu1	2	
鋸	锯	ciu1	2	文讀
据	据	ciu1	2	拮据
拘	拘	ciu1	2	
駒	驹	ciu1	2	
車	车	ciu1	1	象棋子的名稱
龜	龟	ciu1	1	白讀
亀	龟	ciu1	1	白讀
矩	矩	ciu1	1	
榘	矩	ciu1	1	
捐	捐	ciu1	2	
絹	绢	ciu1	1	
涓	涓	ciu1	2	
舉	举	ciu3	1	
擧	举	ciu3	1	
挙	举	ciu3	1	
鬼	鬼	ciu3	1	白讀
捲	卷	ciu3	1	
卷	卷	ciu3	1	
巻	卷	ciu3	1	
據	据	ciu5	1	
拠	据	ciu5	1	
句	句	ciu5	1	
貴	贵	ciu5	1	白讀
苣	苣	ciu5	1	「萵苣」中常快讀成清聲母
卷	卷	ciu5	1	
巻	卷	ciu5	1	
睠	眷	ciu5	1	
眷	眷	ciu5	1	
縳	䌸	ciu5	1	
區	区	chiu1	2	
嶇	岖	chiu1	2	
驅	驱	chiu1	2	
駆	驱	chiu1	2	
駈	驱	chiu1	2	
軀	躯	chiu1	2	
虧	亏	chiu1	1	
圈	圈	chiu1	2	
圏	圈	chiu1	2	
券	券	chiu1	2	
劵	券	chiu1	2	
勸	劝	chiu1	2	
勧	劝	chiu1	2	
犬	犬	chiu3	1	
圈	圈	chiu3	1	
圏	圈	chiu3	1	
去	去	chiu5	1	文讀
巨	巨	jiu2	2	
鉅	巨	jiu2	2	
拒	拒	jiu2	2	
距	距	jiu2	2	
炬	炬	jiu2	2	
柜	柜	jiu2	2	白讀
渠	渠	jiu2	1	水渠
懼	惧	jiu2	2	
具	具	jiu2	2	
俱	俱	jiu2	2	
颶	飓	jiu2	2	
瞿	瞿	jiu2	2	
衢	衢	jiu2	2	
權	权	jiu2	1	
権	权	jiu2	1	
顴	颧	jiu2	1	
拳	拳	jiu2	1	
跪	跪	jiu6	2	白讀
苣	苣	jiu6	1	
裙	裙	jiu6	3	僅限於「褓裙」
櫃	柜	jiu6	1	白讀
虞	虞	gniu2	2	
娛	娱	gniu2	2	
娯	娱	gniu2	2	
愚	愚	gniu2	1	
喁	喁	gniu2	3	
遇	遇	gniu2	2	
寓	寓	gniu2	2	
御	御	gniu2	2	
禦	御	gniu2	2	
原	原	gniu2	1	
源	源	gniu2	2	
願	愿	gniu2	1	
愿	愿	gniu2	2	
元	元	gniu2	1	
阮	阮	gniu2	2	
扭	扭	gniu2	3	僅限於头或身体转动一義
蚏	蚏	gniu2	3	蟛蚏蟹
女	女	gniu6	1	
蕊	蕊	gniu6	1	蕊頭
蕋	蕊	gniu6	1	蕊頭
橤	蕊	gniu6	1	蕊頭
蘂	蕊	gniu6	1	蕊頭
禹	禹	gniu6	2	白讀
軟	软	gniu6	1	
輭	软	gniu6	1	
語	语	gniu6	2	
芋	芋 	gniu6	1	「芋」處在詞的末尾讀[ȵy˨˩˧]
原	原	kniu1	3	僅限於「原方」
靴	靴	shiu1	1	
鞾	靴	shiu1	1	
虛	虚	shiu1	1	
虚	虚	shiu1	1	
噓	嘘	shiu1	2	
嘘	嘘	shiu1	2	
墟	墟	shiu1	2	
楦	楦	shiu1	1	
楥	楦	shiu1	1	
許	许	shiu3	2	
毀	毁	shiu5	1	舊時指小孩換乳齒
毁	毁	shiu5	1	舊時指小孩換乳齒
㧦	㧦	shiu5	1	
煦	煦	shiu5	3	紅煦煦
揎	揎	shiu5	3	
漁	渔	yu2	2	
魚	鱼	yu2	1	文讀
余	余	yu2	2	
餘	余	yu2	1	
餘	馀	yu2	1	
舁	舁	yu2	2	
俞	俞	yu2	2	
愉	愉	yu2	2	
榆	榆	yu2	1	
楡	榆	yu2	1	
逾	逾	yu2	2	
踰	逾	yu2	2	
圍	围	yu2	1	白讀 圍巾
盂	盂	yu2	1	
于	于	yu2	2	
於	于	yu2	2	
扵	于	yu2	2	
馭	驭	yu2	2	文讀 駕馭
譽	誉	yu2	2	
籲	吁	yu2	2	
喻	喻	yu2	2	
喩	喻	yu2	2	
愈	愈	yu2	2	
癒	愈	yu2	2	
瘉	愈	yu2	2	
裕	裕	yu2	2	
緣	缘	yu2	2	
圓	圆	yu2	1	
円	圆	yu2	1	
圎	圆	yu2	1	
員	员	yu2	2	
玄	玄	yu2	1	
丸	丸	yu2	1	又音
懸	悬	yu2	1	
袁	袁	yu2	2	
轅	辕	yu2	2	
園	园	yu2	1	
垣	垣	yu2	2	
宇	宇	yu6	2	
雨	雨	yu6	1	
禹	禹	yu6	2	文讀
羽	羽	yu6	1	
與	与	yu6	2	
与	与	yu6	2	
遠	远	yu6	1	
逺	远	yu6	1	
預	预	yu6	1	
豫	豫	yu6	2	
芋	芋	yu6	2	文讀
院	院	yu6	2	
眩	眩	yu6	2	
縣	县	yu6	2	
県	县	yu6	2	
援	援	yu6	2	文讀
淤	淤	iu1	1	
于	于	iu1	2	姓
迂	迂	iu1	2	
竽	竽	iu1	2	
衣	衣	iu1	1	僅限於「衣櫥」一詞
益	益	iu1	3	又音 僅限於「益加」
鴛	鸳	iu1	1	
冤	冤	iu1	1	
寃	冤	iu1	1	
淵	渊	iu1	2	
渕	渊	iu1	2	
椅	椅	iu3	1	
𩌑	𩌑	iu3	3	稱東西時容器的重量
䩩	䩩	iu3	1	稱東西時容器的重量
怨	怨	iu5	1	
八	八	pa1	1	僅限於「王八」一詞
叭	叭	pa1	1	
擺	摆	pa3	1	
襬	摆	pa3	2	
把	把	pa3	2	文讀
拜	拜	pa5	1	
拝	拜	pa5	1	
爸	爸	pa5	1	
伯	伯	pa5	3	又音 僅限於「叔伯姆」
派	派	pha5	1	
潑	泼	pha5	3	做事粗線條，不精細
排	排	ba2	1	
牌	牌	ba2	1	
罷	罢	ba2	2	文讀
鮊	鲌	ba6	1	
敗	败	ba6	1	
埋	埋	ma2	1	埋怨
𧻲	𧻲	ma2	4	
邁	迈	ma2	2	又音
買	买	ma6	1	
馬	马	ma6	1	僅限於「馬馬虎虎」一詞
賣	卖	ma6	2	
𧻲	𧻲	mha1	3	
埋	埋	mha1	3	把盛有食物的器皿放入熱飯或熱灰中使熱
馬	马	mha1	1	僅限於「馬馬虎虎」一詞
媽	妈	mha5	2	
孟	孟	mha5	3	僅限於「長孟孟」
𠲎	𠲎	va2	1	「勿」「啦」合音
帶	带	ta5	1	
帯	带	ta5	1	
戴	戴	ta5	1	戴帽子
拖	拖	tha1	1	又音，貓拖老鼠
祂	它	tha1	1	
牠	它	tha1	1	
它	它	tha1	1	
舑	舑	tha1	1	舑舌頭
討	讨	tha3	3	僅限於「討饒」
太	太	tha5	1	
汰	汰	tha5	2	
泰	泰	tha5	2	
他	他	tha5	2	
她	她	tha5	2	
埭	埭	da2	1	一埭路
大	大	da6	1	文讀
𢪂	𢪂	da6	1	𢪂癢
拿	拿	na2	2	拿手好戲
挐	拿	na2	2	拿手好戲
拏	拿	na2	2	拿手好戲
淖	淖	na2	1	淖泥
艿	艿	na2	1	
吶	呐	na2	4	
呐	呐	na2	4	
哪	哪	na2	4	
奶	奶	na6	1	
嬭	奶	na6	1	
爛	烂	na6	3	僅限於「爛泥」
嬲	嬲	na6	1	嬲和
哪	哪	nha1	1	
吶	呐	nha1	3	
呐	呐	nha1	3	
哪	哪	nha5	2	
那	那	nha5	1	
剌	剌	la2	1	
攋	𪮶	la6	1	
喇	喇	la6	1	
賴	赖	la6	1	
頼	赖	la6	1	
癩	癞	la6	1	
垃	垃	la6	1	
拉	拉	la6	1	粗拉柴
啦	啦	la6	3	
洡	洡	la6	4	
拉	拉	lha1	1	
啦	啦	lha1	1	
齋	斋	tsa1	1	
斎	斋	tsa1	1	
亝	斋	tsa1	1	
抓	抓	tsa1	2	文讀
債	债	tsa5	1	
差	差	tsha1	1	出差
叉	叉	tsha1	3	僅限於「軋叉」
扠	扠	tsha1	3	顺手拿走别人的东西
攃	攃	tsha1	3	攃眼
插	插	tsha1	3	「攃」通作「插」
扯	扯	tsha3	1	僅限於「牽扯」等詞
撦	扯	tsha3	1	僅限於「牽扯」等詞
蔡	蔡	tsha5	1	
咋	咋	dza6	1	
咱	咱	dza6	3	「咋挔」也作「咱伊」
⿸尸查	⿸尸查	dza6	1	
⿸尸咋	⿸尸咋	dza6	3	
撒	撒	dza6	3	「⿸尸咋」通作「撒」
⿱寨	⿱寨	dza6	3	用竹篾編成的器具，圓形平底疏孔，邊框很淺，用來曬物、篩物或養蠶等
耍	耍	sa1	2	
傻	傻	sa1	2	
灑	洒	sa3	1	
洒	洒	sa3	1	
曬	晒	sa5	1	
柴	柴	za2	1	
㾹	㾹	za2	3	
豺	豺	za2	1	
寨	寨	za6	2	
砦	寨	za6	2	
⿱寨	⿱寨	za6	3	用竹篾編成的器具，圓形平底疏孔，邊框很淺，用來曬物、篩物或養蠶等
㩟	㩟	za6	1	
階	阶	ka1	1	
堦	阶	ka1	1	
街	街	ka1	1	
解	解	ka3	1	
介	介	ka5	1	白讀
界	界	ka5	2	白讀
芥	芥	ka5	1	白讀
疥	疥	ka5	1	疥櫥
尬	尬	ka5	1	
庎	庎	ka5	1	
届	届	ka5	1	白讀
屆	届	ka5	1	白讀
戒	戒	ka5	1	白讀
隘	隘	ka5	2	地名
解	解	ka5	1	解鈔票
揩	揩	kha1	1	
楷	楷	kha1	2	
卡	卡	kha3	1	
茄	茄	ga2	1	番茄
懈	懈	ga6	1	懈門
解	解	ga6	1	解兩刀
𨮂	𨱕	ga6	3	
捱	捱	nga6	1	
外	外	nga6	1	白讀
𤘅	𤘅	nga6	1	孲𤘅
雁	雁	nga6	3	雁鵝
鴈	雁	nga6	3	雁鵝
𩂢	𩂢	nga6	3	汗𩂢𩂢響
哈	哈	ha1	1	
蟹	蟹	ha3	1	
蠏	蟹	ha3	1	
罅	罅	ha5	1	白讀 腳罅縫
鞋	鞋	gha2	1	
合	合	gha2	1	「合扑」又音
鞵	鞋	gha2	1	
還	还	gha2	2	白讀 還有
啊	啊	gha6	2	表驚疑
捱	挨	a1	1	
挨	挨	a1	1	
啊	啊	a1	2	又音
鴉	鸦	a1	1	僅限於「鴉片」
鵶	鸦	a1	1	僅限於「鴉片」
埃	埃	a1	2	
矮	矮	a3	1	
㢊	㢊	a3	1	
阿	阿	a5	2	阿姆
靉	叆	a5	1	
爹	爹	tia1	1	
嗲	嗲	tia3	1	
家	家	cia1	1	文讀
傢	傢	cia1	2	文讀
稼	稼	cia1	2	文讀
加	加	cia1	2	文讀
嘉	嘉	cia1	2	文讀
佳	佳	cia1	2	文讀
姐	姐	cia3	1	
解	解	cia3	2	文讀
賈	贾	cia3	2	文讀
假	假	cia3	2	文讀 假如
叚	假	cia3	2	文讀 假如
藉	借	cia5	2	
借	借	cia5	1	
嫁	嫁	cia5	2	文讀
介	介	cia5	2	文讀
芥	芥	cia5	2	文讀
界	界	cia5	2	文讀
价	价	cia5	2	文讀
價	价	cia5	2	文讀
駕	驾	cia5	2	文讀
届	届	cia5	2	文讀
屆	届	cia5	2	文讀
笡	笡	chia3	1	不正；斜；偏
趄	趄	chia3	3	「笡」也作「趄」
且	且	chia5	1	白讀 且顧
茄	茄	jia2	1	
⿰口茄	⿰口茄	jia2	3	
弶	弶	jia2	3	又音 欺侮
寫	写	shia3	1	
㕐	㕐	shia3	1	往杯子或碗裏傾倒
瀉	泻	shia3	3	「㕐」也作「瀉」
瀉	泻	shia5	1	
卸	卸	shia5	2	
傻	傻	shia5	3	僅限於「傻子」
斜	斜	zhia2	1	
謝	谢	zhia6	1	
榭	榭	zhia6	2	
霞	霞	ya2	1	文讀
瑕	瑕	ya2	2	文讀
遐	遐	ya2	2	文讀
爺	爷	ya2	1	
邪	邪	ya2	2	古同「耶」
耶	耶	ya2	2	
椰	椰	ya2	2	
涯	涯	ya2	2	文讀
崖	崖	ya2	2	文讀
野	野	ya6	1	
埜	野	ya6	1	
壄	野	ya6	1	
也	也	ya6	2	白讀
懈	懈	ya6	2	白讀
亱	夜	ya6	1	
暇	暇	ya6	1	文讀
夜	夜	ya6	1	
鴉	鸦	ia1	2	文讀
鵶	鸦	ia1	2	文讀
訝	讶	ia1	2	文讀
迓	迓	ia1	2	文讀
雅	雅	ia3	2	
亞	亚	ia5	2	文讀
亜	亚	ia5	2	文讀
呀	呀	ia5	1	
拐	拐	kua3	1	
寡	寡	kua3	2	文讀
剮	剐	kua3	2	文讀
怪	怪	kua5	2	
恠	怪	kua5	2	
掛	挂	kua5	2	文讀
挂	挂	kua5	2	文讀
卦	卦	kua5	2	文讀
誇	夸	khua1	2	文讀
夸	夸	khua1	2	文讀
蒯	蒯	khua1	1	姓
垮	垮	khua3	2	文讀
跨	跨	khua5	2	文讀
快	快	khua5	1	
懷	怀	gua2	1	僅限於「懷裏」一詞
懐	怀	gua2	1	僅限於「懷裏」一詞
拐	拐	gua6	3	搖動；不穩而會搖擺
歪	歪	hua3	1	
