繁體	简体	吳拼	出處	備註
竵	歪	hua3	1	
還	还	wa2	1	還好
懷	怀	wa2	5	
懐	怀	wa2	5	
𠿭	𠿭	wa2	4	耕地時吆喝牛停住的聲音
壞	坏	wa6	1	
壊	坏	wa6	1	
壞	坏	ua1	1	
壊	坏	ua1	1	
歪	歪	ua1	2	文讀
竵	歪	ua1	2	文讀
窪	洼	ua1	2	
洼	洼	ua1	2	
蛙	蛙	ua1	2	文讀
鼃	蛙	ua1	2	文讀
娃	娃	ua1	2	文讀
哇	哇	ua5	1	
褒	褒	pau1	2	
襃	褒	pau1	2	
包	包	pau1	1	
胞	胞	pau1	1	
保	保	pau3	1	
堡	堡	pau3	2	
寶	宝	pau3	1	
寳	宝	pau3	1	
飽	饱	pau3	1	
鴇	鸨	pau3	1	
報	报	pau5	1	
豹	豹	pau5	1	
暴	暴	pau5	1	突然而來的大風
爆	爆	pau5	1	爆開
拋	抛	phau1	1	
脬	脬	phau1	1	
泡	泡	phau5	1	
皰	疱	phau5	1	
疱	疱	phau5	1	
炮	炮	phau5	1	
砲	炮	phau5	1	
礮	炮	phau5	1	
袍	袍	bau2	2	
曝	曝	bau2	2	
爆	爆	bau2	2	爆炸
跑	跑	bau2	1	
刨	刨	bau2	1	
鮑	鲍	bau6	2	
抱	抱	bau6	1	
褓	褓	bau6	3	褓裙
緥	褓	bau6	3	褓裙
暴	暴	bau6	1	
毛	毛	mau2	1	
茂	茂	mau2	2	文讀
茅	茅	mau2	1	
矛	矛	mau2	2	
買	买	mau2	3	又音 僅限於「買㾹病」
卯	卯	mau6	1	
夘	卯	mau6	1	
茆	卯	mau6	1	
莫	莫	mau6	1	
鉚	铆	mau6	2	
冒	冒	mau6	1	
冐	冒	mau6	1	
帽	帽	mau6	1	
錨	锚	mau6	2	
貓	猫	mau6	1	文讀
猫	猫	mau6	1	文讀
貌	貌	mau6	1	
莫	莫	mhau1	1	
貓	猫	mhau1	1	僅限於「張貓」
猫	猫	mhau1	1	僅限於「張貓」
毛	毛	mhau1	3	又音 僅限於「毛黴」
刀	刀	tau1	1	
叨	叨	tau1	2	
島	岛	tau3	2	
搗	捣	tau3	1	
擣	捣	tau3	1	
禱	祷	tau3	2	
倒	倒	tau3	1	打倒
刀	刀	tau3	3	量詞
到	到	tau5	1	
倒	倒	tau5	2	倒水
滔	滔	thau1	1	
韜	韬	thau1	2	
討	讨	thau3	1	
套	套	thau5	1	
桃	桃	dau2	1	
逃	逃	dau2	1	
陶	陶	dau2	1	
淘	淘	dau2	1	
萄	萄	dau2	2	
掏	掏	dau2	1	
濤	涛	dau2	2	
燾	焘	dau2	2	
悼	悼	dau2	2	
道	道	dau6	1	
稻	稻	dau6	1	
稲	稻	dau6	1	
蹈	蹈	dau6	1	
盜	盗	dau6	1	
導	导	dau6	2	
箌	箌	dau6	1	
撓	挠	nau2	2	
腦	脑	nau6	1	
脳	脑	nau6	1	
惱	恼	nau6	2	
悩	恼	nau6	2	
瑙	瑙	nau6	2	
閙	闹	nau6	1	
鬧	闹	nau6	1	
⿰閙	⿰闹	nau6	3	踩；踏
⿰鬧	⿰闹	nau6	3	踩；踏
踔	踔	nau6	2	踔殺
勞	劳	lau2	1	
労	劳	lau2	1	
澇	涝	lau2	2	
癆	痨	lau2	1	
牢	牢	lau2	1	
老	老	lau6	1	
佬	佬	lau6	1	
𤶁	𤶁	lau6	1	㾸𤶁
嘮	唠	lau6	3	重複叮囑
撈	捞	lhau1	1	
嘮	唠	lhau1	2	
糟	糟	tsau1	1	
蹧	糟	tsau1	1	
遭	遭	tsau1	1	
搔	搔	tsau1	1	
掻	搔	tsau1	1	
早	早	tsau3	1	
棗	枣	tsau3	1	
蚤	蚤	tsau3	1	
找	找	tsau3	1	
澡	澡	tsau3	2	
爪	爪	tsau3	1	
爪	爪	tsau5	3	禽類用爪子撥拉；也指用手抓撓
竈	灶	tsau5	1	
灶	灶	tsau5	1	
罩	罩	tsau5	1	
抄	抄	tshau1	1	
鈔	钞	tshau1	1	
操	操	tshau1	1	
撡	操	tshau1	1	
草	草	tshau3	1	
騲	騲	tshau3	3	騲雞
吵	吵	tshau3	1	
炒	炒	tshau3	1	
耖	耖	tshau5	1	耖田
躁	躁	tshau5	1	
糙	糙	tshau5	1	
慥	慥	tshau5	3	性情暴躁，不溫和
曹	曹	dzau2	2	
嘈	嘈	dzau2	2	
巢	巢	dzau2	2	
巣	巢	dzau2	2	
造	造	dzau6	1	造反
騷	骚	sau1	1	
騒	骚	sau1	1	
臊	臊	sau1	2	
艄	艄	sau1	2	
梢	梢	sau1	1	梢頭
稍	稍	sau1	2	稍息
哨	哨	sau1	2	又音
捎	捎	sau1	1	
筲	筲	sau1	1	
蕱	筲	sau1	1	
䈰	筲	sau1	1	
掃	扫	sau3	1	
嫂	嫂	sau3	1	
少	少	sau3	2	文讀
潲	潲	sau5	1	雨斜着落進來
燥	燥	sau5	1	
𢜶	𢜶	sau5	1	
皂	皂	zau2	2	
皁	皂	zau2	2	
槽	槽	zau2	1	
漕	漕	zau2	1	
𤵥	𤵥	zau2	3	
造	造	zau6	1	製造
高	高	kau1	1	
髙	高	kau1	1	
篙	篙	kau1	1	篙子
膏	膏	kau1	1	
羔	羔	kau1	2	
糕	糕	kau1	1	
餻	糕	kau1	1	
膠	胶	kau1	1	白讀
茭	茭	kau1	1	白讀 茭白
交	交	kau1	1	白讀 交代
珓	珓	kau1	1	珓背
教	教	kau1	1	教書
敎	教	kau1	1	教書
鮫	鲛	kau1	1	
絞	绞	kau3	1	白讀
鉸	铰	kau3	1	鉸鏈
縞	缟	kau3	1	
稿	稿	kau3	2	
稾	稿	kau3	2	
鎬	镐	kau3	2	
搞	搞	kau3	2	又音
攪	搅	kau3	2	白讀
撹	搅	kau3	2	白讀
叫	叫	kau5	1	僅限於「叫花子」一詞
告	告	kau5	1	
吿	告	kau5	1	
校	校	kau5	1	對正；使準確無誤
較	较	kau5	3	僅限於「計較」
覺	觉	kau5	2	睏覺
覚	觉	kau5	2	睏覺
酵	酵	kau5	1	
界	界	kau5	3	又音 僅限於「過年過界」
敲	敲	khau1	1	白讀
拷	拷	khau1	1	
烤	烤	khau3	1	
攷	考	khau3	1	
考	考	khau3	1	
靠	靠	khau5	1	
銬	铐	khau5	1	
鮳	鲓	khau5	1	「鮳」，本字當爲「薧」
薧	薧	khau5	1	「鮳」，本字當爲「薧」
犒	犒	khau5	2	
搞	搞	gau6	1	
攪	搅	gau6	1	
撹	搅	gau6	1	
絞	绞	gau6	1	
交	交	gau6	1	指傳家產給後代
熬	熬	ngau2	1	
咬	咬	ngau6	1	
齩	咬	ngau6	1	
傲	傲	ngau6	1	
鏊	鏊	ngau6	2	
蒿	蒿	hau1	1	
痚	痚	hau1	1	痚駝
歊	歊	hau1	1	張口呼氣
好	好	hau3	2	
侾	侾	hau3	3	大侾佬
好	好	hau5	2	
耗	耗	hau5	3	
孝	孝	hau5	1	凡與喪事有關者一律讀[hɔ˦˦]
哮	哮	hau5	1	哮管
豪	豪	ghau2	1	
毫	毫	ghau2	2	
壕	壕	ghau2	1	
號	号	ghau2	2	號叫
噢	噢	ghau2	1	句末語氣詞
浩	浩	ghau2	2	
號	号	ghau6	1	
号	号	ghau6	1	
坳	坳	au1	2	
凹	凹	au1	1	
嶴	岙	au1	1	
䫜	䫜	au1	1	䫜臉
鏖	鏖	au1	1	鏖糟
爊	爊	au1	3	
噢	噢	au1	3	
詏	𬣦	au3	1	毫無根據地說別人做了壞事
拗	拗	au3	1	
抝	拗	au3	1	
襖	袄	au3	1	
懊	懊	au5	1	
奧	奥	au5	2	
奥	奥	au5	2	
澳	澳	au5	1	
燠	燠	au5	1	燠飯
扷	扷	au5	3	把粉末狀的食物送進嘴裏
巴	巴	po1	1	
芭	芭	po1	1	
笆	笆	po1	1	
靶	靶	po1	1	
蚆	蚆	po1	1	
疤	疤	po1	1	
把	把	po3	1	
膀	膀	po3	3	又音 僅限於「翼梢膀」
撥我	拨我	po3	1	合音
霸	霸	po5	1	
壩	坝	po5	1	
怕	怕	pho5	1	
朳	朳	bo2	1	用手或耙子一類的工具撥物
爬	爬	bo2	1	
琶	琶	bo2	1	
杷	杷	bo2	1	
罷	罢	bo2	2	白讀
耙	耙	bo2	1	
巴	巴	bo2	4	下巴
稗	稗	bo6	1	
䶕	𫜨	bo6	1	䶕牙
麻	麻	mo2	1	
蔴	麻	mo2	1	
𩞁	𩞁	mo2	1	𩞁餈
𣻕	𣻕	mo2	1	有些食物用水燒開後表層浮起的許多小泡沫
䗫	䗫	mo2	3	䗫𧉹
媽	妈	mo2	3	僅限於「姨媽頭」
馬	马	mo6	1	
碼	码	mo6	1	
螞	蚂	mo6	1	
駡	骂	mo6	2	
罵	骂	mo6	2	
傌	骂	mo6	2	
嬤	嬷	mho1	1	嬤嬤
朵	朵	to1	1	量詞
朶	朵	to1	1	量詞
挆	挆	to3	1	
挅	挆	to3	1	
躲	躲	to3	2	
躱	躲	to3	2	
跺	跺	to3	2	
跥	跺	to3	2	
剁	剁	to3	2	
刴	剁	to3	2	
打	打	to3	3	僅限於「打發」
朵	朵	to3	1	
朶	朵	to3	1	
搭我	搭我	to3	1	合音
跺	跺	tho3	3	①用腳底摩擦 ②用手指摩擦使分離
跥	跺	tho3	3	①用腳底摩擦 ②用手指摩擦使分離
湯	汤	tho3	3	僅限於「汗出湯𤃀」
朵	朵	do6	3	僅限於「鮮朵朵」
朶	朵	do6	3	僅限於「鮮朵朵」
哚	哚	do6	3	形容哭聲、流水聲等
大	大	do6	1	僅限於「大家」一詞
唾	唾	do6	1	饞唾水
哪	哪	no2	2	哪吒
囡	囡	no2	1	僅限於「兒囡」、「囡疏」二詞
拿	拿	no2	1	
挐	拿	no2	1	
拏	拿	no2	1	
挪	挪	no6	1	油挪挪
拿	拿	nho1	1	又音
挐	拿	nho1	1	又音
拏	拿	nho1	1	又音
謱	𫍴	lho5	1	謰謰謱謱
渣	渣	tso1	2	
揸	揸	tso1	3	又音
遮	遮	tso1	1	
抓	抓	tso1	2	白讀
蚱	蚱	tso1	1	
蔗	蔗	tso1	2	
吒	吒	tso1	2	哪吒
鷓	鹧	tso1	1	
揸	揸	tso3	1	用五指捉物
喌	喌	tso3	3	
乍	乍	tso5	2	
炸	炸	tso5	1	
詐	诈	tso5	2	
柞	柞	tso5	1	
榨	榨	tso5	1	
搾	搾	tso5	1	
車	车	tsho1	1	
叉	叉	tsho1	1	
杈	杈	tsho1	2	
汊	汊	tsho1	1	
衩	衩	tsho1	1	
紁	紁	tsho1	1	古同「衩」
釵	钗	tsho1	1	軋釵
䟕	䟕	tsho1	3	踩；腳踏人
差	差	tsho1	1	
搓	搓	tsho1	1	僅限於「搓麻將」
鯧	鲳	tsho1	2	白讀 鯧魚
扯	扯	tsho3	1	
撦	扯	tsho3	1	
岔	岔	tsho5	1	
瘥	瘥	tsho5	1	
差	差	tsho5	3	病情有所好轉
查	查	dzo2	1	
査	查	dzo2	1	
楂	楂	dzo2	1	山楂
喳	喳	dzo2	3	
𤵾	𤵾	dzo2	1	𤵾亂
茶	茶	dzo2	1	
搽	搽	dzo2	1	
蛇	蛇	dzo2	1	
虵	蛇	dzo2	1	
遮	遮	dzo2	3	遮蔭遮日
社	社	dzo6	2	
紗	纱	so1	1	
沙	沙	so1	1	
砂	砂	so1	1	
莎	莎	so1	2	
痧	痧	so1	1	
賒	赊	so1	1	
賖	赊	so1	1	
稍	稍	so1	1	稍勢
蓑	蓑	so1	1	
簑	蓑	so1	1	
啥	啥	so1	1	
奢	奢	so1	2	
舍	舍	so1	1	
舎	舍	so1	1	
所	所	so3	2	
捨	舍	so3	2	
舍	舍	so3	1	
舎	舍	so3	1	
赦	赦	so3	2	
沙	沙	so5	3	滑行
佘	佘	zo2	2	
惹	惹	zo6	1	
射	射	zo6	1	斜看着
麝	麝	zo6	3	
家	家	ko1	1	白讀
傢	傢	ko1	2	
加	加	ko1	2	白讀
嘉	嘉	ko1	2	白讀
枷	枷	ko1	1	
架	架	ko1	3	量詞，塊
假	假	ko3	2	真假
叚	假	ko3	2	真假
假	假	ko5	2	放假
架	架	ko5	1	白讀
嫁	嫁	ko5	1	白讀
價	价	ko5	1	白讀
抲	抲	kho5	1	
㰤	㰤	kho5	1	「㰤㰤」睡覺，兒童用語
咖	咖	go2	3	①形容罵聲、鼾聲、水聲等②名詞。開水，兒童用語
牙	牙	ngo2	1	
芽	芽	ngo2	1	
衙	衙	ngo2	1	
蚜	蚜	ngo2	1	
我	我	ngo6	1	
瓦	瓦	ngo6	1	
砑	砑	ngo6	1	摩擦；碾壓
厦	厦	gho6	2	白讀
廈	厦	gho6	2	白讀
下	下	gho6	1	白讀 下頭
丅	下	gho6	1	白讀
下	下	gho6	2	白讀 下飯
嗄	嗄	gho6	3	「下飯」也作「嗄飯」
⿰飠夏	⿰饣夏	gho6	3	「下飯」也作「⿰飠夏飯」
夏	夏	gho6	2	白讀
丫	丫	o1	1	
吖	吖	o1	3	表示疼痛
椏	桠	o1	2	
枒	桠	o1	2	
鴉	鸦	o1	1	白讀 老鴉
鵶	鸦	o1	1	白讀 老鴉
阿	阿	o1	1	僅限於「阿彌陀佛」一詞
堊	垩	o1	1	
家	家	o1	3	又音 僅限於「頭家」
啞	哑	o3	1	
瘂	哑	o3	1	
唖	哑	o3	1	
𦫪	𦫪	o3	1	
惑	惑	o3	3	又音 僅限於「疑心疑惑」
掗	挜	o5	1	掗賣
下	下	o5	4	①使；投入②裝入③施（肥）
標	标	piau1	2	
彪	彪	piau1	2	
膘	膘	piau1	2	
臕	膘	piau1	2	
脿	膘	piau1	2	
滮	滮	piau1	1	液體激射，本字作「淲」
淲	淲	piau1	1	液體激射，本字作「淲」
鑣	镖	piau1	1	
鏢	镖	piau1	1	
表	表	piau3	1	
錶	表	piau3	1	
裱	裱	piau3	1	
婊	婊	piau3	1	
飄	飘	phiau1	1	
飃	飘	phiau1	1	
漂	漂	phiau1	2	
漂	漂	phiau3	1	漂白
票	票	phiau5	1	
漂	漂	phiau5	1	漂亮
瓢	瓢	biau2	1	
剽	剽	biau2	2	
薸	薸	biau2	1	浮萍，長在河渠、池塘中，葉橢圓形或倒卵形，扁平，表面綠色，背面紫紅色，花白色
嫖	嫖	biau6	2	
鰾	鳔	biau6	2	
苗	苗	miau2	1	
描	描	miau2	1	
秒	秒	miau6	2	
緲	缈	miau6	2	
渺	渺	miau6	2	
淼	渺	miau6	2	
藐	藐	miau6	2	
苗	苗	miau6	3	覆盆子
瞄	瞄	miau6	2	
廟	庙	miau6	1	
妙	妙	miau6	2	
玅	妙	miau6	2	
謬	谬	miau6	2	
瞄	瞄	mhiau1	1	瞥；掃視
刁	刁	tiau1	1	
貂	貂	tiau1	2	
雕	雕	tiau1	1	
鵰	雕	tiau1	1	
彫	雕	tiau1	1	
琱	雕	tiau1	1	
凋	凋	tiau1	2	
碉	碉	tiau1	2	
釣	钓	tiau1	1	
窵	窎	tiau1	1	窵角
鳥	鸟	tiau3	1	白讀
吊	吊	tiau5	1	
弔	吊	tiau5	2	
盄	盄	tiau5	3	油盄
挑	挑	thiau1	1	
糶	粜	thiau1	2	
𣂁	𣂁	thiau3	1	給人輕易可得的好處
挑	挑	thiau3	3	給人機會或好處
跳	跳	thiau5	1	
䠷	䠷	thiau5	1	出䠷
條	条	diau2	1	
迢	迢	diau2	2	
調	调	diau2	1	
調	调	diau6	2	
掉	掉	diau6	1	
療	疗	liau2	2	
瞭	瞭	liau2	1	
撩	撩	liau2	1	
遼	辽	liau2	1	
𢿞	𢿞	liau2	1	長𢿞𢿞
燎	燎	liau2	2	
蹽	蹽	liau2	3	
寥	寥	liau2	2	
廖	廖	liau2	2	
聊	聊	liau2	1	
䩍	䩍	liau6	1	䩍白
瞭	了	liau6	2	
了	了	liau6	1	
料	料	liau6	1	
昭	昭	ciau1	2	
詔	诏	ciau1	2	
招	招	ciau1	1	
朝	朝	ciau1	2	明朝
椒	椒	ciau1	1	
焦	焦	ciau1	1	
蕉	蕉	ciau1	1	
𩏷	𫃗	ciau1	3	
澆	浇	ciau1	1	
矯	矫	ciau1	2	
嬌	娇	ciau1	1	
驕	骄	ciau1	2	
交	交	ciau1	1	文讀
郊	郊	ciau1	2	
茭	茭	ciau1	2	文讀
膠	胶	ciau1	1	文讀
較	较	ciau1	2	
校	校	ciau1	2	校對
僥	侥	ciau1	2	文讀
覺	觉	ciau1	2	文讀
覚	觉	ciau1	2	文讀
窖	窖	ciau1	2	
𢄺	𢄺	ciau3	3	𢄺身
餃	饺	ciau3	1	
狡	狡	ciau3	2	
鉸	铰	ciau3	2	文讀
絞	绞	ciau3	2	文讀
攪	搅	ciau3	2	文讀
繳	缴	ciau3	1	
照	照	ciau5	1	
炤	照	ciau5	1	
醮	醮	ciau5	1	打醮
叫	叫	ciau5	1	
呌	叫	ciau5	1	
教	教	ciau5	2	教育
敎	教	ciau5	2	教育
酵	酵	ciau5	2	文讀
超	超	chiau1	1	
悄	悄	chiau1	2	
繰	缲	chiau1	1	手工縫合
𣖄	𣖄	chiau1	1	飯𣖄
鍬	锹	chiau1	1	
鍫	锹	chiau1	1	
鞘	鞘	chiau1	2	又音
敲	敲	chiau1	2	文讀
趬	趬	chiau1	3	形容走路悠閒的樣子
巧	巧	chiau3	1	
俏	俏	chiau5	1	
翹	翘	chiau5	1	
蹺	跷	chiau5	1	
蹻	跷	chiau5	1	
墝	墝	chiau5	3	墝埆
竅	窍	chiau5	1	
朝	朝	jiau2	1	
潮	潮	jiau2	1	
嘲	嘲	jiau2	2	
樵	樵	jiau2	2	
喬	乔	jiau2	1	
橋	桥	jiau2	1	
僑	侨	jiau2	2	
蕎	荞	jiau2	1	
荍	荞	jiau2	1	
趙	赵	jiau6	2	
剿	剿	jiau6	2	
勦	剿	jiau6	2	
轎	轿	jiau6	1	
撬	撬	jiau6	1	
翹	翘	jiau6	3	稱東西時秤尾往上翹，所稱東西略多於秤星所標記的重量
嘵	哓	gniau2	1	嘵豬
饒	饶	gniau2	1	
堯	尧	gniau6	2	
繞	绕	gniau6	1	
遶	绕	gniau6	1	
鳥	鸟	gniau6	2	文讀
簫	箫	shiau1	2	
蕭	萧	shiau1	1	
𢸳	𢸳	shiau1	1	打（屁股）
嘯	啸	shiau1	2	
燒	烧	shiau1	1	
焼	烧	shiau1	1	
肖	肖	shiau1	1	
宵	宵	shiau1	2	
硝	硝	shiau1	2	
消	消	shiau1	1	
銷	销	shiau1	1	
逍	逍	shiau1	2	
霄	霄	shiau1	2	
鞘	鞘	shiau1	2	
稍	稍	shiau1	2	
繅	缫	shiau1	3	
枵	枵	shiau1	2	
囂	嚣	shiau1	2	
⿰扌囂	⿰扌嚣	shiau1	3	揭；掀
酵	酵	shiau1	2	文讀
哮	哮	shiau1	2	
小	小	shiau3	1	
筱	筱	shiau3	1	
少	少	shiau3	1	多少
曉	晓	shiau3	1	
暁	晓	shiau3	1	
笑	笑	shiau5	1	
咲	笑	shiau5	1	
少	少	shiau5	1	少年
孝	孝	shiau5	1	凡與孝順有關者一律讀[ɕio˦˦]
邵	邵	zhiau2	2	
韶	韶	zhiau2	2	
兆	兆	zhiau2	2	白讀
擾	扰	zhiau2	2	
肇	肇	zhiau2	2	
肈	肇	zhiau2	2	
召	召	zhiau2	2	
紹	绍	zhiau6	1	
搖	摇	yau2	1	
揺	摇	yau2	1	
謠	谣	yau2	2	
鷂	鹞	yau2	1	鷂子
窑	窑	yau2	1	
窯	窑	yau2	1	
窰	窑	yau2	1	
肴	肴	yau2	2	
餚	肴	yau2	2	
淆	淆	yau2	2	
殽	淆	yau2	2	
姚	姚	yau2	2	
耀	耀	yau2	2	
杳	杳	yau6	2	
效	效	yau6	2	
傚	效	yau6	2	
効	效	yau6	2	
校	校	yau6	2	學校
腰	腰	iau1	1	
闄	闄	iau1	3	闄腳
夭	夭	iau1	2	
殀	夭	iau1	2	
妖	妖	iau1	1	
僥	侥	iau1	2	白讀
么	幺	iau1	2	幺二三
幺	幺	iau1	2	幺二三
吆	吆	iau1	2	
邀	邀	iau1	2	
闄	闄	iau3	3	
舀	舀	iau3	1	
要	要	iau5	1	重要
瓜	瓜	kuo1	2	
剮	剐	kuo3	2	白讀
寡	寡	kuo3	2	白讀
掛	挂	kuo5	2	白讀
挂	挂	kuo5	2	白讀
卦	卦	kuo5	2	白讀
誇	夸	khuo1	2	白讀
夸	夸	khuo1	2	白讀
垮	垮	khuo3	2	白讀
跨	跨	khuo5	2	白讀
呵	呵	huo1	1	呵酣
訶	呵	huo1	1	呵酣
花	花	huo1	1	
蘤	花	huo1	1	
芲	花	huo1	1	
颬	颬	huo1	3	撮攏嘴巴吐出熱氣
蝦	虾	huo3	1	
煆	煆	huo5	1	將熟的食物再蒸熟或加熱，一般是在燒其他食物時順便爲之
化	化	huo5	2	
華	华	huo5	3	用刀劃割瓜果、魚肉等而不使斷裂
花	花	huo5	1	用刀劃割瓜果、魚肉等而不使斷裂
華	华	wo2	2	
鏵	铧	wo2	1	
活	活	wo2	3	又音 僅限於「生活」
話	话	wo6	1	
諙	话	wo6	1	
華	华	wo6	2	
鏵	铧	wo6	2	
畫	画	wo6	1	
划	划	uo1	2	划船
蛙	蛙	uo1	1	
鼃	蛙	uo1	1	
搲	搲	uo1	3	
家	家	cio1	1	舊文讀
嫁	嫁	cio5	1	舊文讀
霞	霞	yo2	1	舊文讀
雅	雅	yo6	1	舊文讀
暇	暇	yo6	1	舊文讀
鴉	鸦	io1	1	舊文讀
鵶	鸦	io1	1	舊文讀
覅	覅	fe1	1	不要
𧟰	覅	fe1	2	不要
𡠍	覅	fe1	2	不要
𫸻	覅	fe1	2	不要
點	点	te1	1	僅限於「點心」
㸃	点	te1	1	僅限於「點心」
戴	戴	te5	1	
獃	呆	te5	2	書呆子
騃	呆	te5	2	書呆子
呆	呆	te5	2	書呆子
態	态	the1	1	
台	台	the1	2	天台
苔	苔	the1	1	舌苔
胎	胎	the1	1	
貸	贷	the1	2	
梯	梯	the1	1	限於「路梯」及與此意義相關數詞
⿰忄態	⿰忄态	the3	3	⿰忄態話
態	态	the3	4	態話
臺	台	de2	1	
檯	台	de2	2	
颱	台	de2	2	
抬	抬	de2	1	
擡	抬	de2	1	
苔	苔	de2	1	苔條
薹	苔	de2	2	
待	待	de6	1	
怠	怠	de6	1	
殆	殆	de6	2	
紿	绐	de6	1	綳緊的物體由於受壓而鬆弛凹下
代	代	de6	1	
玳	玳	de6	1	玳玳花
瑇	玳	de6	1	玳玳花
袋	袋	de6	1	
貸	贷	de6	2	又音
來	来	ne2	5	僅限於「來年子」
耐	耐	ne6	1	
罱	罱	ne6	1	罱河泥
廿	廿	ne6	1	
念	念	ne6	1	
唸	念	ne6	1	
驗	验	ne6	2	
騐	验	ne6	2	
験	验	ne6	2	
奶	奶	nhe5	1	兒化殘留
嬭	奶	nhe5	1	兒化殘留
來	来	le2	1	
灾	灾	tse1	2	
災	灾	tse1	2	
烖	灾	tse1	2	
栽	栽	tse1	2	
崽	崽	tse1	1	
宰	宰	tse3	2	
載	载	tse3	2	一年半載
者	者	tse3	2	
再	再	tse5	1	
載	载	tse5	2	載重
贅	赘	tse5	1	
猜	猜	tshe1	1	
采	采	tshe3	1	
採	采	tshe3	2	
寀	采	tshe3	2	
埰	采	tshe3	2	
彩	彩	tshe3	1	
綵	彩	tshe3	1	
睬	睬	tshe3	1	
倸	睬	tshe3	1	
踩	踩	tshe3	2	
跴	踩	tshe3	2	
𢶀	𢶀	tshe3	3	用力拉
啐	啐	tshe3	3	啐啐
湊	凑	tshe3	3	僅限於「偶湊」
凑	凑	tshe3	3	僅限於「偶湊」
菜	菜	tshe5	1	
才	才	dze2	2	
纔	才	dze2	2	
財	财	dze2	1	
材	材	dze2	1	木材
在	在	dze6	1	
扗	在	dze6	1	
腮	腮	se1	1	
顋	腮	se1	1	
鰓	鳃	se1	2	
衰	衰	se1	2	
帥	帅	se5	2	
賽	赛	se5	1	
裁	裁	ze2	1	
材	材	ze2	1	棺材
載	载	ze6	4	一船爲一載
該	该	ke1	1	
賅	赅	ke1	3	
𡨢	𡨢	ke1	1	
改	改	ke3	1	
揀	拣	ke3	1	僅限於「香揀芋」
蓋	盖	ke5	1	
丐	丐	ke5	2	
匃	丐	ke5	2	
匄	丐	ke5	2	
溉	溉	ke5	2	
漑	溉	ke5	2	
概	概	ke5	2	
槩	概	ke5	2	
槪	概	ke5	2	
開	开	khe1	1	
侅	侅	khe1	3	
凱	凯	khe1	2	
愷	恺	khe1	2	
慨	慨	khe5	2	
嘅	慨	khe5	2	
看	看	khe5	1	用在動詞或動詞結構後面，表示試一試（前面的動詞常用重疊式）
墈	墈	khe5	1	高的堤岸
戤	戤	ge6	1	斜靠
隑	𬮿	ge6	1	斜靠；倚
改	改	ge6	3	僅限於「七錯八改」
䬵	䬵	ge6	1	打䬵
騃	呆	nge2	2	
呆	呆	nge2	1	
礙	碍	nge2	2	
岸	岸	nge2	2	
隑	𬮿	nge6	1	站立
眼	眼	nge6	3	又音 僅限於「一眼」
艾	艾	nge6	1	
蚶	蚶	he1	1	
酣	酣	he1	1	
鼾	鼾	he1	1	
罕	罕	he1	2	
撼	撼	he1	2	
憾	憾	he1	2	
海	海	he3	1	
咍	咍	he5	3	
許	许	he5	1	白讀
漢	汉	he5	1	
熯	熯	he5	3	將食物放在鍋屜上蒸
𩈣	𩈣	he5	3	紅出𩈣𩈣
咳	咳	he5	3	表示惋惜或後悔
孩	孩	ghe2	2	
駭	骇	ghe2	2	
亥	亥	ghe6	1	
咳	咳	ghe6	1	語氣詞，放在句首或句尾，表示肯定、贊同的語氣
欬	咳	ghe6	1	語氣詞，放在句首或句尾，表示肯定、贊同的語氣
害	害	ghe6	2	
嗐	嗐	ghe6	3	表示贊同或驚歎
哀	哀	e1	2	
埃	埃	e1	2	文讀 塵埃
藹	蔼	e5	2	文讀
靄	霭	e5	2	
愛	爱	e5	1	
