繁體	简体	吳拼	出處	備註
案	案	e5	1	僅限於「人案」
皆	皆	cie1	2	文讀
階	阶	cie1	2	文讀
堦	阶	cie1	2	文讀
且	且	chie3	2	文讀
茄	茄	jie2	1	
諧	谐	ye2	2	
偕	偕	ye2	2	文讀
也	也	ye6	2	文讀
冶	冶	ye6	2	文讀
械	械	ye6	2	
懈	懈	ye6	2	文讀
班	班	pae1	1	
𤤻	班	pae1	1	
斑	斑	pae1	1	
頒	颁	pae1	2	
般	般	pae1	2	
癍	癍	pae1	2	
瘢	瘢	pae1	1	
畈	畈	pae3	1	田畈
板	板	pae3	1	
闆	板	pae3	1	
版	版	pae3	2	
扳	扳	pae5	1	
扮	扮	pae5	1	
𢲔	𢲔	pae5	1	
畈	畈	pae5	3	地名用詞
攀	攀	phae1	1	
帕	帕	phae3	1	兒化殘留
盼	盼	phae5	2	
襻	襻	phae5	1	
爿	爿	bae2	1	量詞
牌	牌	bae2	1	兒化殘留
𨂝	𨂝	bae6	1	跨；邁
辦	办	bae6	1	
瓣	瓣	bae6	1	
埋	埋	mae2	2	
蠻	蛮	mae2	1	野蠻
晚	晚	mae6	1	白讀
晩	晚	mae6	1	白讀
萬	万	mae6	1	麻將中的一類牌，刻上「一萬」到「九萬」
万	万	mae6	1	麻將中的一類牌，刻上「一萬」到「九萬」
曼	曼	mae6	2	
慢	慢	mae6	1	
漫	漫	mae6	2	
蔓	蔓	mae6	2	
貓	猫	mae6	1	兒化殘留
猫	猫	mae6	1	兒化殘留
邁	迈	mae6	2	
蠻	蛮	mhae1	2	蠻好
咩	咩	mhae5	1	
哶	咩	mhae5	1	
番	番	fae1	1	
翻	翻	fae1	1	
飜	翻	fae1	1	
繙	翻	fae1	1	
幡	幡	fae1	1	
反	反	fae3	1	
返	返	fae3	2	
販	贩	fae5	1	
㽹	㽹	fae5	1	惡心欲吐
泛	泛	fae5	1	
汎	泛	fae5	1	
氾	泛	fae5	1	
𨠒	𨠒	fae5	4	變質；變色；褪色
凡	凡	vae2	2	
帆	帆	vae2	1	
颿	帆	vae2	1	
煩	烦	vae2	1	
繁	繁	vae2	2	
緐	繁	vae2	2	
藩	藩	vae2	2	
梵	梵	vae2	2	
礬	矾	vae2	2	文讀
樊	樊	vae2	2	
晚	晚	vae6	2	文讀
晩	晚	vae6	2	文讀
範	范	vae6	1	把握（分寸）
范	范	vae6	2	
飯	饭	vae6	1	
萬	万	vae6	1	
万	万	vae6	1	
卍	万	vae6	1	
卐	万	vae6	1	
犯	犯	vae6	1	
擔	担	tae1	2	擔任
担	担	tae1	2	擔任
旦	旦	tae1	1	
丹	丹	tae1	2	
單	单	tae1	1	
単	单	tae1	1	
耽	耽	tae1	1	
躭	耽	tae1	1	
眈	眈	tae1	2	
膽	胆	tae3	1	
撣	掸	tae3	1	
擔	担	tae5	1	挑擔
担	担	tae5	1	挑擔
帶	带	tae5	1	僅限於助詞
帯	带	tae5	1	僅限於助詞
攤	摊	thae1	1	
灘	滩	thae1	1	
坍	坍	thae1	1	
癱	瘫	thae1	1	
勯	勯	thae1	1	疲倦已極
毯	毯	thae1	1	
舑	舑	thae1	1	舑舌頭
坦	坦	thae3	1	
袒	袒	thae3	2	
襢	袒	thae3	2	
炭	炭	thae5	1	
嘆	叹	thae5	1	
歎	叹	thae5	1	
痰	痰	dae2	1	
談	谈	dae2	1	
潭	潭	dae2	2	
譚	谭	dae2	2	
罈	坛	dae2	1	
壇	坛	dae2	1	
壜	坛	dae2	1	
罎	坛	dae2	1	
檀	檀	dae2	1	
燂	燂	dae2	1	燂茶
彈	弹	dae2	2	
弾	弹	dae2	2	
繟	𦈎	dae2	4	緩調繟
曇	昙	dae2	2	
誕	诞	dae2	2	
澹	淡	dae6	1	
淡	淡	dae6	1	
𥲄	𥲄	dae6	3	𥲄竹
但	但	dae6	1	
柦	柦	dae6	1	
氮	氮	dae6	1	化學元素
蛋	蛋	dae6	1	
彈	弹	dae6	1	彈子
弾	弹	dae6	1	彈子
難	难	nae2	2	困難
乃	乃	nae6	1	
廼	乃	nae6	1	
迺	乃	nae6	1	
奈	奈	nae6	2	
柰	奈	nae6	2	
難	难	nae6	2	難頭
爛	烂	nae6	1	僅限於「爛泥、爛污泥、爛泥塊」等詞
籃	篮	lae2	1	
藍	蓝	lae2	1	
蘭	兰	lae2	1	
欄	栏	lae2	2	
攔	拦	lae2	1	白讀
瀾	澜	lae2	2	
襴	襕	lae2	1	布襴
覽	览	lae2	2	
覧	览	lae2	2	
纜	缆	lae2	2	
攬	揽	lae2	2	
欖	榄	lae6	1	
懶	懒	lae6	1	
嬾	懒	lae6	1	
濫	滥	lae6	2	
爛	烂	lae6	1	
賴	赖	lae6	5	依賴
頼	赖	lae6	5	依賴
邅	邅	tsae1	1	更換時間或地點
斬	斩	tsae1	1	
盞	盏	tsae3	1	
琖	盏	tsae3	1	
醆	盏	tsae3	1	
趲	趱	tsae3	3	挪動；變換（時間或位置）
攢	攒	tsae3	2	
撍	撍	tsae3	3	兩手有節奏地簸動盛物器具，使裏面的東西調勻或簸去雜質
贊	赞	tsae5	2	
讚	赞	tsae5	2	
賛	赞	tsae5	2	
㜺	赞	tsae5	1	好，用於贊賞事物
灒	𪷽	tsae5	1	濺
饡	𱄊	tsae5	1	油饡子
饊	馓	tsae5	3	油饊子
斬	斩	tsae5	1	斬肉
撍	撍	tsae5	1	兩手上下簸動盛器，使裏面的東西調勻
蘸	蘸	tsae5	1	
參	参	tshae1	2	
叅	参	tshae1	2	
摻	掺	tshae1	1	
攙	搀	tshae1	1	
懺	忏	tshae1	1	
慘	惨	tshae3	2	
產	产	tshae3	1	
産	产	tshae3	1	
鏟	铲	tshae3	1	
剷	铲	tshae3	2	
餐	餐	tshae5	1	
剗	刬	tshae5	1	只；僅僅
燦	灿	tshae5	3	
𪙞	𬺅	tshae5	1	𪙞牙
殘	残	dzae2	1	
讒	谗	dzae2	2	
饞	馋	dzae2	1	
嚵	嚵	dzae2	4	
潺	潺	dzae2	2	
𩻣	𩻣	dzae2	3	蝦𩻣
䱠	䱠	dzae2	5	蝦䱠
𡓦	𰊅	dzae6	1	𡓦頭
蹔	𫏐	dzae6	1	蹔𧉆
暫	暂	dzae6	2	
站	站	dzae6	1	
賺	赚	dzae6	1	
綻	绽	dzae6	1	
棧	栈	dzae6	1	
桟	栈	dzae6	1	
㻵	㻵	dzae6	1	
踐	践	dzae6	2	白讀 僅限於「實踐」
山	山	sae1	1	
疝	疝	sae1	2	
舢	舢	sae1	1	
汕	汕	sae1	2	
訕	讪	sae1	2	
三	三	sae1	1	
叁	叁	sae1	2	
叄	叁	sae1	2	
杉	杉	sae1	1	
衫	衫	sae1	1	
刪	删	sae1	2	
删	删	sae1	2	
珊	珊	sae1	2	
產	产	sae1	2	做產
産	产	sae1	2	做產
傘	伞	sae1	1	
繖	伞	sae1	1	
省	省	sae1	3	僅限於「省勒」
散	散	sae5	1	
嚵	嚵	zae2	1	
饞	馋	zae2	1	饞唾水
鑱	镵	zae2	1	犁鑱頭
鑱	𰾠	zae2	1	犁鑱頭
𡓦	𰊅	zae2	2	𡓦頭
涎	涎	zae2	2	涎唾水
⿰虫孱	⿰虫孱	zae2	1	蝦⿰虫孱
僝	僝	zae6	1	
劖	劖	zae6	1	
𩻣	𩻣	zae6	3	蝦𩻣
奸	奸	kae1	1	
姦	奸	kae1	2	
監	监	kae1	1	
間	间	kae1	2	房間
鑑	𰾫	kae1	2	地名用字
階	阶	kae1	1	僅限於「格步階」一詞
堦	阶	kae1	1	僅限於「格步階」一詞
减	减	kae3	1	
減	减	kae3	1	
堿	碱	kae3	2	
鹼	碱	kae3	2	
鹸	碱	kae3	2	
鹻	碱	kae3	2	
碱	碱	kae3	2	
揀	拣	kae3	1	
間	间	kae3	1	量詞
襇	裥	kae3	1	打襇
襉	裥	kae3	1	打襇
𧟉	裥	kae3	1	打襇
橄	橄	kae3	1	
諫	谏	kae5	1	教育訓誡
鑒	鉴	kae5	2	白讀
鑑	鉴	kae5	2	白讀
鍳	鉴	kae5	2	白讀
監	监	kae5	2	
緘	缄	kae5	2	白讀 緘默
椷	缄	kae5	2	白讀 緘默
尷	尴	kae5	1	
尶	尴	kae5	1	
揩	揩	kae5	3	擦（屁股）
鉛	铅	khae1	1	
鈆	铅	khae1	1	
堪	堪	khae1	2	
龕	龛	khae1	2	
砍	砍	khae1	2	
坎	坎	khae1	2	
埳	坎	khae1	2	
刊	刊	khae1	2	
栞	刊	khae1	2	
艦	舰	khae1	2	
嵌	嵌	khae5	1	
勘	勘	khae5	2	
墈	墈	khae5	1	又音 田墈
檻	槛	khae5	1	
夾	夹	gae2	3	用手指、腳趾夾物
諫	谏	gae6	1	
岩	岩	ngae2	1	
巖	岩	ngae2	1	
巌	岩	ngae2	1	
喦	岩	ngae2	1	
嵒	岩	ngae2	1	
碞	岩	ngae2	1	
巗	岩	ngae2	1	
癌	癌	ngae2	2	
顏	颜	ngae2	1	
顔	颜	ngae2	1	
銜	衔	ngae2	2	僅限於「頭銜」
啣	衔	ngae2	2	僅限於「頭銜」
衘	衔	ngae2	2	僅限於「頭銜」
眼	眼	ngae6	1	
骸	骸	hae1	1	
喊	喊	hae1	2	
莧	苋	hae5	1	莧菜管
鹹	咸	ghae2	1	
閒	闲	ghae2	2	
閑	闲	ghae2	1	
銜	衔	ghae2	2	
啣	衔	ghae2	2	
衘	衔	ghae2	2	
餡	馅	ghae6	1	
限	限	ghae6	1	
陷	陷	ghae6	1	
陥	陷	ghae6	1	
揞	揞	ghae6	3	又音
鴨	鸭	ae3	1	兒化殘留
𩿼	鸭	ae3	1	兒化殘留
𪀌	鸭	ae3	1	兒化殘留
晏	晏	ae5	1	遲；晚
揞	揞	ae5	3	又音
關	关	kuae1	1	
関	关	kuae1	1	
闗	关	kuae1	1	
鰥	鳏	kuae1	2	
乖	乖	kuae1	2	文讀
慣	惯	kuae5	1	
筷	筷	khuae5	1	
環	环	guae2	1	提樑，器物上用手提挈的環或把
𫩙	𫩙	guae2	3	俗寫，提樑，器物上用手提挈的環或把
甩	甩	guae2	3	俗寫，提樑，器物上用手提挈的環或把
摜	掼	guae6	1	
儇	儇	huae1	1	
甩	甩	huae5	3	搖
還	还	wae2	1	歸還
環	环	wae2	2	
患	患	wae2	2	
頑	顽	wae2	2	
宦	宦	wae2	2	
幻	幻	wae2	2	
玩	玩	wae2	2	
翫	玩	wae2	2	
懷	怀	wae2	2	文讀
懐	怀	wae2	2	文讀
淮	淮	wae2	2	
外	外	wae2	2	文讀
環	环	wae6	1	下垂
彎	弯	uae1	1	
灣	湾	uae1	2	
娃	娃	uae3	3	小娃
頑	顽	uae3	1	僅限於意項爲「小孩」的詞語
輓	挽	uae3	1	輓子
挽	挽	uae3	1	
浼	浼	uae3	3	
凂	凂	uae3	3	
帵	帵	uae3	3	
丢	丢	tieu1	2	
丟	丢	tieu1	2	
流	流	lieu2	1	
硫	硫	lieu2	2	
琉	琉	lieu2	2	
瑠	琉	lieu2	2	
璢	琉	lieu2	2	
留	留	lieu2	1	
畱	留	lieu2	1	
餾	馏	lieu2	2	
榴	榴	lieu2	1	
瘤	瘤	lieu2	2	
癅	瘤	lieu2	2	
劉	刘	lieu2	2	
瀏	浏	lieu2	2	
柳	柳	lieu6	1	
桺	柳	lieu6	1	
栁	柳	lieu6	1	
㧕	㧕	lieu6	2	㧕漿糊
溜	溜	lieu6	1	溜冰
溜	溜	lhieu1	2	溜走
鑽	钻	tsoe1	2	
鑚	钻	tsoe1	2	
專	专	tsoe1	2	
専	专	tsoe1	2	
耑	专	tsoe1	2	
磚	砖	tsoe1	1	
塼	砖	tsoe1	1	
甎	砖	tsoe1	1	
鱄	𫚋	tsoe1	1	青鱄魚
纂	纂	tsoe1	2	
篹	纂	tsoe1	2	
轉	转	tsoe3	1	
展	展	tsoe3	2	
鑽	钻	tsoe5	2	鑽頭
鑚	钻	tsoe5	2	鑽頭
籑	馔	tsoe5	2	
饌	馔	tsoe5	2	
戰	战	tsoe5	2	
戦	战	tsoe5	2	
占	占	tsoe5	2	又音
佔	占	tsoe5	2	又音
沾	沾	tsoe5	2	又音
霑	沾	tsoe5	2	又音
汆	汆	tshoe1	2	
竄	窜	tshoe1	1	
攛	撺	tshoe1	1	暗中挑撥離間，本字當爲詀
詀	𧮪	tshoe1	1	暗中挑撥離間，本字當爲詀
篡	篡	tshoe1	2	篡位
簒	篡	tshoe1	2	
穿	穿	tshoe1	1	
川	川	tshoe1	2	
車	车	tshoe1	3	僅限於水车一義
叉	叉	tshoe1	3	又音 僅限於「火叉」
菜	菜	tshoe1	3	又音 僅限於「鵝菜」
揣	揣	tshoe1	2	
喘	喘	tshoe1	2	
躥	蹿	tshoe5	1	
串	串	tshoe5	1	
全	全	dzoe2	1	
痊	痊	dzoe2	2	
傳	传	dzoe2	2	
泉	泉	dzoe2	1	
椽	椽	dzoe2	1	
諓	𬣡	dzoe2	1	因惦記而反復念叨
篆	篆	dzoe6	2	
撰	撰	dzoe6	2	
譔	撰	dzoe6	2	
譸	诪	dzoe6	2	唸叨
傳	传	dzoe6	3	唸叨
酸	酸	soe1	1	
痠	酸	soe1	2	
栓	栓	soe1	2	
拴	拴	soe1	2	
閂	闩	soe1	1	
宣	宣	soe1	1	
選	选	soe3	2	
陝	陕	soe3	2	
算	算	soe5	1	
蒜	蒜	soe5	1	
喧	喧	soe5	2	
諠	喧	soe5	2	
然	然	zoe2	2	
燃	燃	zoe2	2	
船	船	zoe2	1	
舩	船	zoe2	1	
羨	羡	zoe2	2	
羡	羡	zoe2	2	
單	单	zoe2	2	姓
嬋	婵	zoe2	2	
禪	禅	zoe2	2	
蟬	蝉	zoe2	2	
贍	赡	zoe2	2	
纏	缠	zoe2	1	盤纏
旋	旋	zoe2	1	
善	善	zoe6	2	
鱔	鳝	zoe6	1	
鱓	鳝	zoe6	1	
蟮	蟮	zoe6	5	
冉	冉	zoe6	2	
冄	冉	zoe6	2	
膳	膳	zoe6	2	
饍	膳	zoe6	2	
擅	擅	zoe6	2	
旋	旋	zoe6	3	來回地走
舟	舟	cieu1	2	
周	周	cieu1	1	
週	周	cieu1	2	
州	州	cieu1	2	
洲	洲	cieu1	2	
揪	揪	cieu1	2	
揫	揪	cieu1	2	
肘	肘	cieu1	2	
鳩	鸠	cieu1	1	
糾	纠	cieu1	1	
糺	纠	cieu1	1	
赳	赳	cieu1	2	
鬮	阄	cieu1	2	抓鬮
究	究	cieu1	1	
灸	灸	cieu1	1	
帚	帚	cieu3	1	
箒	帚	cieu3	1	
酒	酒	cieu3	1	
韭	韭	cieu3	2	
韮	韭	cieu3	2	
九	九	cieu3	1	
久	久	cieu3	2	
呪	咒	cieu5	1	
咒	咒	cieu5	1	
晝	昼	cieu5	1	
救	救	cieu5	1	
秋	秋	chieu1	1	
秌	秋	chieu1	1	
穐	秋	chieu1	1	
鞦	秋	chieu1	2	
鰍	鳅	chieu1	1	
鰌	鳅	chieu1	1	
揫	揫	chieu1	1	揫水桶
揪	揫	chieu1	1	揫水桶
抽	抽	chieu1	1	
𥻤	𥻤	chieu1	1	用布包好濕物置於灰中使乾燥，或掛起來瀝乾其中水分
丘	丘	chieu1	1	
坵	丘	chieu1	1	
丠	丘	chieu1	1	
邱	邱	chieu1	2	
蚯	蚯	chieu1	2	
丑	丑	chieu3	1	
丒	丑	chieu3	1	
醜	丑	chieu3	2	
臭	臭	chieu5	1	
㾭	㾭	chieu5	4	
籌	筹	jieu2	2	
疇	畴	jieu2	2	
稠	稠	jieu2	1	
綢	绸	jieu2	1	
讎	仇	jieu2	2	
讐	仇	jieu2	2	
酬	酬	jieu2	1	
詶	酬	jieu2	1	
酧	酬	jieu2	1	
醻	酬	jieu2	1	
囚	囚	jieu2	2	
泅	泅	jieu2	1	
㨨	㨨	jieu2	1	
宙	宙	jieu2	2	
求	求	jieu2	1	
球	球	jieu2	1	
毬	球	jieu2	1	
裘	裘	jieu2	2	
仇	仇	jieu2	2	
臼	臼	jieu6	1	
桕	桕	jieu6	1	
舅	舅	jieu6	1	
售	售	jieu6	2	
就	就	jieu6	2	
舊	旧	jieu6	1	
柩	柩	jieu6	2	
牛	牛	gnieu2	2	文讀
原	原	gnieu2	1	僅限於「原舊」
扭	扭	gnieu6	1	
鈕	钮	gnieu6	1	
紐	纽	gnieu6	1	
扭	扭	knieu1	1	
收	收	shieu1	1	
収	收	shieu1	1	
修	修	shieu1	1	
脩	修	shieu1	1	
羞	羞	shieu1	1	
休	休	shieu1	2	
手	手	shieu3	1	
首	首	shieu3	1	
守	守	shieu3	2	
朽	朽	shieu3	2	
秀	秀	shieu5	1	
綉	绣	shieu5	1	
繡	绣	shieu5	1	
繍	绣	shieu5	1	
銹	锈	shieu5	2	
鏽	锈	shieu5	2	
鏥	锈	shieu5	2	
獸	兽	shieu5	2	
獣	兽	shieu5	2	
宿	宿	shieu5	2	星宿
嗅	嗅	shieu5	2	文讀
柔	柔	zhieu2	1	
受	受	zhieu6	1	
袖	袖	zhieu6	1	
壽	寿	zhieu6	1	
授	授	zhieu6	2	
由	由	yeu2	2	
油	油	yeu2	1	
柚	柚	yeu2	2	
郵	邮	yeu2	2	
酉	酉	yeu2	1	
猶	犹	yeu2	2	
尤	尤	yeu2	2	
魷	鱿	yeu2	1	
游	游	yeu2	2	
遊	游	yeu2	2	
有	有	yeu6	1	
誘	诱	yeu6	2	
莠	莠	yeu6	2	
右	右	yeu6	1	
友	友	yeu6	1	
祐	祐	yeu6	2	
佑	佑	yeu6	2	
又	又	yeu6	2	文讀
釉	釉	yeu6	1	
優	优	ieu1	2	
憂	忧	ieu1	2	
悠	悠	ieu1	2	
幽	幽	ieu1	3	
幼	幼	ieu5	1	
婆	婆	boe2	1	又音 僅限於「老太婆」
耙	耙	boe2	4	又音 僅限於「火耙」
端	端	toe1	2	
短	短	toe3	1	
煅	煅	toe5	2	
碫	碫	toe5	3	
斷	断	toe5	2	決斷
彖	彖	thoe1	2	
段	段	thoe1	3	僅限於「段頭」「一段路」等
團	团	doe2	1	
団	团	doe2	1	
糰	𰪶	doe2	1	
斷	断	doe6	1	
段	段	doe6	1	
緞	缎	doe6	1	
囡	囡	noe2	1	
暖	暖	noe6	1	
煖	暖	noe6	1	
煗	暖	noe6	1	
偶	偶	noe6	3	僅限於「偶湊」
囡	囡	nhoe5	1	
螺	螺	loe2	4	兒化變讀 蜓蚰螺
卵	卵	loe6	1	
𤓲	卵	loe6	1	
簍	篓	loe6	4	
亂	乱	loe6	2	
郎	郎	loe6	3	又音 僅限於「兌糖貨郎」
碑	碑	pei1	1	
卑	卑	pei1	2	
悲	悲	pei1	2	
杯	杯	pei1	1	
𦈧	杯	pei1	1	
桮	杯	pei1	1	
盃	杯	pei1	1	
揹	背	pei1	1	
褙	褙	pei1	1	
貝	贝	pei1	2	
彼	彼	pei3	2	白讀
背	背	pei5	1	
揹	背	pei5	2	
輩	辈	pei5	1	
丕	丕	phei1	2	
坯	坯	phei1	1	
胚	胚	phei1	2	
肧	胚	phei1	2	
配	配	phei5	1	
沛	沛	phei5	2	
轡	辔	phei5	2	
培	培	bei2	2	
陪	陪	bei2	1	
賠	赔	bei2	2	
裴	裴	bei2	2	
佩	佩	bei2	2	
倍	倍	bei6	2	
被	被	bei6	1	被迫
備	备	bei6	2	
俻	备	bei6	2	
背	背	bei6	1	背誦
焙	焙	bei6	1	
𤊷	焙	bei6	1	
眉	眉	mei2	1	文讀
楣	楣	mei2	2	
梅	梅	mei2	1	
楳	梅	mei2	1	
槑	梅	mei2	1	
枚	枚	mei2	2	
玫	玫	mei2	1	
黴	霉	mei2	2	
霉	霉	mei2	1	
媒	媒	mei2	1	
煤	煤	mei2	1	
謎	謎	mei2	1	猜謎子
媚	媚	mei2	2	
昧	昧	mei2	2	
美	美	mei6	1	
每	每	mei6	1	
毎	每	mei6	1	
痗	痗	mei6	3	
煝	煝	mei6	3	
𤈦	𤈦	mei6	1	
妹	妹	mei6	1	
妹	妹	mhei5	2	
否	否	fei3	4	否則
𣍐	𠊉	vei2	1	
𣍐	𫧃	vei2	1	
浮	浮	vei6	4	僅限於「浮屍」
堆	堆	tei1	1	
𠡒	𠡒	tei3	1	
對	对	tei5	1	
対	对	tei5	1	
推	推	thei1	1	
㷟	㷟	thei1	1	將已宰殺的豬、鷄等用開水燙後去掉毛
煺	煺	thei1	3	
貪	贪	thei1	2	
腿	腿	thei3	1	
骽	腿	thei3	1	
退	退	thei5	1	
褪	褪	thei5	2	
蛻	蜕	thei5	2	
蜕	蜕	thei5	2	
探	探	thei5	1	
㶒	𰛩	thei5	1	
嘆	叹	thei5	1	又音，限「懶嘆氣」
頹	颓	dei2	2	
頽	颓	dei2	2	
穨	颓	dei2	2	
覃	覃	dei2	1	
潭	潭	dei2	2	白讀 酒潭
窞	窞	dei2	1	窞窞
頭	头	dei2	1	兒化變音
紿	绐	dei6	1	綳緊的物體由於受壓而鬆弛凹下
隊	队	dei6	1	
兌	兑	dei6	1	
兑	兑	dei6	1	
南	南	nei2	2	
楠	楠	nei2	1	
枏	楠	nei2	1	
柟	楠	nei2	1	
男	男	nei2	1	
餒	馁	nei6	2	
耐	耐	nei6	4	僅限於「耐心耐相」
內	内	nei6	2	
内	内	nei6	2	
汭	汭	nei6	3	
𤿏	𤿏	nei6	1	
雷	雷	lei2	1	
𡀂	𡀂	lei2	1	
累	累	lei2	2	
纍	累	lei2	2	
了	了	lei2	3	
儡	儡	lei6	2	
蕾	蕾	lei6	2	
癗	癗	lei6	1	
壘	垒	lei6	1	
塁	垒	lei6	1	
屢	屡	lei6	2	
類	类	lei6	2	
淚	泪	lei6	2	文讀
泪	泪	lei6	2	文讀
涙	泪	lei6	2	文讀
擂	擂	lei6	1	碾
𢺢	𢺢	lei6	1	
洡	洡	lei6	1	
累	累	lei6	3	沾；沾上污物
追	追	tsei1	2	
錐	锥	tsei1	1	
最	最	tsei1	2	
綴	缀	tsei1	2	
簪	簪	tsei1	1	
簮	簪	tsei1	1	
贅	赘	tsei5	2	
醉	醉	tsei5	1	
酔	醉	tsei5	1	
崔	崔	tshei1	2	
催	催	tshei1	2	
摧	摧	tshei1	2	
吹	吹	tshei1	2	文讀
炊	炊	tshei1	2	
𢶀	𢶀	tshei3	3	用力拉
脆	脆	tshei5	1	
脃	脆	tshei5	1	
翠	翠	tshei5	2	
湊	凑	tshei5	1	又音
凑	凑	tshei5	1	又音
𪙞	𪙞	tshei5	3	又音 𪙞牙
⿱咋會	⿱咋会	dzei2	1	「咋會」的合音詞，怎麼會
墜	坠	dzei6	2	又音
雖	虽	sei1	1	
綏	绥	sei1	2	
水	水	sei3	2	文讀
毨	毨	sei3	3	又音
碎	碎	sei5	1	
砕	碎	sei5	1	
稅	税	sei5	2	
税	税	sei5	2	
歲	岁	sei5	1	文讀
嵗	岁	sei5	1	文讀
歳	岁	sei5	1	文讀
糝	糁	sei5	1	飯糝
煞	煞	sei5	3	又音 僅限於「後煞來」
賽	赛	sei5	3	又音 僅限於「賽過」
隨	随	zei2	1	
隋	隋	zei2	2	
垂	垂	zei2	2	
錘	锤	zei2	2	
鎚	锤	zei2	2	
誰	谁	zei2	2	文讀
遂	遂	zei2	2	
隧	隧	zei2	2	
墜	坠	zei2	2	
穗	穗	zei2	2	
穂	穗	zei2	2	
繐	穗	zei2	2	
粹	粹	zei2	2	
粋	粹	zei2	2	
瘁	瘁	zei2	2	
睡	睡	zei2	2	
瑞	瑞	zei2	2	
蠶	蚕	zei2	1	
蕊	蕊	zei6	2	
蕋	蕊	zei6	2	
橤	蕊	zei6	2	
蘂	蕊	zei6	2	
罪	罪	zei6	1	
辠	罪	zei6	1	
銳	锐	zei6	2	
鋭	锐	zei6	2	
蚶	蚶	hei1	2	又音
酣	酣	hei1	2	又音
鼾	鼾	hei1	2	又音
𩈣	𩈣	hei1	5	又音 紅出𩈣𩈣
罕	罕	hei1	2	又音
許	许	hei1	2	白讀 許願心
撼	撼	hei1	2	又音
憾	憾	hei1	2	又音
咳	咳	hei1	4	表示惋惜或後悔
漢	汉	hei5	1	又音
熯	熯	hei5	1	利用水蒸氣的熱力使食物熟或熱
哎	哎	ghei2	1	嘆詞，用於招呼及應答
含	含	ghei2	1	
焓	焓	ghei2	1	熱力學用字
函	函	ghei2	2	
圅	函	ghei2	2	
韓	韩	ghei2	2	
寒	寒	ghei2	1	
翰	翰	ghei2	2	
瀚	瀚	ghei2	2	
銜	衔	ghei2	2	又音
啣	衔	ghei2	2	又音
衘	衔	ghei2	2	又音
旱	旱	ghei6	1	
焊	焊	ghei6	2	
銲	焊	ghei6	2	
釬	焊	ghei6	2	
汗	汗	ghei6	1	
哎	哎	ei1	1	嘆詞，用於招呼及應答
安	安	ei1	1	
庵	庵	ei1	1	
菴	庵	ei1	2	
闇	暗	ei5	2	
暗	暗	ei5	1	
按	按	ei5	1	
案	案	ei5	1	
鞍	鞍	ei5	2	
鞌	鞍	ei5	2	
癸	癸	kuei1	1	
葵	葵	kuei1	2	文讀
規	规	kuei1	1	
槼	规	kuei1	1	
龜	龟	kuei1	2	文讀
亀	龟	kuei1	2	文讀
歸	归	kuei1	2	文讀
帰	归	kuei1	2	文讀
瑰	瑰	kuei1	1	
瓌	瑰	kuei1	1	
鬼	鬼	kuei3	2	文讀
軌	轨	kuei3	1	
詭	诡	kuei3	2	
晷	晷	kuei3	2	
會	会	kuei5	1	會計
檜	桧	kuei5	1	
劊	刽	kuei5	2	
圭	圭	kuei5	2	
閨	闺	kuei5	2	
桂	桂	kuei5	1	
