繁體	简体	吳拼	備注
球	球	jieu2	
紂	纣	jieu2	
宙	宙	jieu2	
囚	囚	jieu2	
泅	泅	jieu2	
稠	稠	jieu2	
售	售	jieu2	
舅	舅	jieu6	
臼	臼	jieu6	
舊	旧	jieu6	
就	就	jieu6	文讀
牛	牛	gnieu2	文讀
紐	纽	gnieu6	
扭	扭	gnieu6	
鈕	钮	gnieu6	
羞	羞	shieu1	
修	修	shieu1	
休	休	shieu1	
收	收	shieu1	
朽	朽	shieu1	
首	首	shieu3	
手	手	shieu3	
守	守	shieu3	
秀	秀	shieu5	
獸	兽	shieu5	
鏽	锈	shieu5	
銹	锈	shieu5	
繡	绣	shieu5	
綉	绣	shieu5	
宿	宿	shieu5	星～
授	授	zhieu6	
受	受	zhieu6	
袖	袖	zhieu6	
壽	寿	zhieu6	
就	就	zhieu6	白讀
尤	尤	yeu2	
由	由	yeu2	
郵	邮	yeu2	
油	油	yeu2	
遊	游	yeu2	
猶	犹	yeu2	
酉	酉	yeu2	
酋	酋	yeu2	
右	右	yeu6	
有	有	yeu6	
友	友	yeu6	
釉	釉	yeu6	
誘	诱	yeu6	
又	又	yeu6	文讀
憂	忧	ieu1	
優	优	ieu1	
悠	悠	ieu1	
幽	幽	ieu1	
幼	幼	ieu1	
鞭	鞭	pii1	
編	编	pii1	
邊	边	pii1	
蝙	蝙	pii1	
貶	贬	pii3	
砭	砭	pii3	
扁	扁	pii3	
匾	匾	pii3	
變	变	pii5	
遍	遍	pii5	
篇	篇	phii1	
偏	偏	phii1	
翩	翩	phii1	
騙	骗	phii5	
片	片	phii5	
緶	缏	bii2	一種針法
便	便	bii2	～宜
辨	辨	bii6	
辯	辩	bii6	
辮	辫	bii6	
卞	卞	bii6	
汴	汴	bii6	
便	便	bii6	～當
綿	绵	mii2	
棉	棉	mii2	
眠	眠	mii2	
免	免	mii6	
勉	勉	mii6	
娩	娩	mii6	
緬	缅	mii6	
面	面	mii6	
麪	面	mii6	
麵	面	mii6	
顛	颠	tii1	
巔	巅	tii1	
癲	癫	tii1	
踮	踮	tii1	
惦	惦	tii1	
掂	掂	tii1	
點	点	tii3	
典	典	tii3	
碘	碘	tii3	
店	店	tii5	
天	天	thii1	
添	添	thii1	
舔	舔	thii3	
掭	掭	thii3	～燈芯
甜	甜	dii2	
田	田	dii2	
填	填	dii2	
奠	奠	dii2	
佃	佃	dii2	
鈿	钿	dii2	銅～
甸	甸	dii2	
澱	淀	dii2	
電	电	dii6	
殿	殿	dii6	
墊	垫	dii6	
簟	簟	dii6	篾～
滇	滇	dii6	
廉	廉	lii2	
鐮	镰	lii2	
簾	帘	lii2	
連	连	lii2	
聯	联	lii2	
憐	怜	lii2	
蓮	莲	lii2	
戀	恋	lii2	
鏈	链	lii6	
殮	殓	lii6	
練	练	lii6	
煉	炼	lii6	
臉	脸	lii6	
斂	敛	lii6	
鑑	鉴	cii1	
尖	尖	cii1	
沾	沾	cii1	
瞻	瞻	cii1	
兼	兼	cii1	
艱	艰	cii1	
煎	煎	cii1	
展	展	cii1	
餞	饯	cii1	
肩	肩	cii1	
輾	辗	cii1	
氈	毡	cii1	
堅	坚	cii1	
柬	柬	cii1	文讀
檢	检	cii3	
簡	简	cii3	
繭	茧	cii3	
剪	剪	cii3	
佔	占	cii5	
劍	剑	cii5	
澗	涧	cii5	
建	建	cii5	
鐗	锏	cii5	
鐧	锏	cii5	
顫	颤	cii5	
薦	荐	cii5	
箭	箭	cii5	
間	间	cii5	文讀
諫	谏	cii5	文讀
殲	歼	chii1	
籤	签	chii1	
謙	谦	chii1	
遷	迁	chii1	
遣	遣	chii1	
箋	笺	chii1	
千	千	chii1	
牽	牵	chii1	
淺	浅	chii3	
欠	欠	chii5	
歉	歉	chii5	
縴	纤	chii5	拉～
潛	潜	jii2	
鉗	钳	jii2	
錢	钱	jii2	
件	件	jii2	
乾	乾	jii2	
掮	掮	jii2	
鍵	键	jii2	
虔	虔	jii2	
纏	缠	jii2	白讀 ～腳
漸	渐	jii6	
儉	俭	jii6	
健	健	jii6	
踐	践	jii6	
黔	黔	jii6	
閻	阎	gnii2	
嚴	严	gnii2	
鮎	鲇	gnii2	
彥	彦	gnii2	
諺	谚	gnii2	
年	年	gnii2	
儼	俨	gnii2	
研	研	gnii2	
粘	粘	gnii6	～頭樹
染	染	gnii6	
碾	碾	gnii6	
釅	酽	gnii6	上～（癮）
硯	砚	gnii6	
閃	闪	shii1	
仙	仙	shii1	
鮮	鲜	shii1	
掀	掀	shii1	
先	先	shii1	
軒	轩	shii1	
秈	籼	shii1	
腺	腺	shii1	
煽	煽	shii1	
纖	纤	shii1	～維
騸	骟	shii1	閹割
杴	杴	shii1	㽘泥～
顯	显	shii3	
險	险	shii3	
癬	癣	shii3	
陝	陕	shii3	
筅	筅	shii3	～帚
扇	扇	shii5	
搧	扇	shii5	
線	线	shii5	
綫	线	shii5	
憲	宪	shii5	
獻	献	shii5	
前	前	zhii2	
賤	贱	zhii6	
甘	甘	kii1	
柑	柑	kii1	
泔	泔	kii1	
肝	肝	kii1	
干	干	kii1	～涉
狗	狗	kii1	兒化變讀 黃～
稈	秆	kii3	
杆	杆	kii3	
竿	竿	kii3	
趕	赶	kii3	
感	感	kii3	
敢	敢	kii3	
幹	干	kii3	～部
看	看	khii1	
磡	磡	khii1	石～
寋	寋	gii2	～門
岸	岸	ngii2	
炎	炎	yii2	
鹽	盐	yii2	
檐	檐	yii2	
言	言	yii2	
賢	贤	yii2	
弦	弦	yii2	
沿	沿	yii2	
豔	艳	yii2	
艷	艳	yii2	
延	延	yii2	
閒	闲	yii2	文讀
閑	闲	yii2	文讀
顏	颜	yii2	文讀
雁	雁	yii2	文讀
咸	咸	yii2	～豐
焰	焰	yii6	
演	演	yii6	
醃	腌	yii6	
現	现	yii6	
陷	陷	yii6	文讀
掩	掩	ii1	
淹	淹	ii1	
魘	魇	ii1	
嫌	嫌	ii1	
煙	烟	ii1	
胭	胭	ii1	
燕	燕	ii5	
厭	厌	ii5	
堰	堰	ii5	
宴	宴	ii5	
咽	咽	ii5	
嚥	咽	ii5	
閹	阉	ii5	
晏	晏	ii5	姓
浜	浜	pan1	
繃	绷	pan1	
綳	绷	pan1	
伯	伯	pan1	兒化變讀 ～～
烹	烹	phan1	
𥿯	𥿯	phan1	一～葡萄
朋	朋	ban2	
彭	彭	ban2	
膨	膨	ban2	
澎	澎	ban2	
棚	棚	ban2	
𦗭	𦗭	ban2	聾～
蚌	蚌	ban6	
甏	甏	ban6	陶盛器
猛	猛	man6	
孟	孟	man6	
飯	饭	mhan5	兒化變讀 ～～，兒語
打	打	tan3	
淌	淌	than3	水～
宕	宕	dan6	延～
趤	趤	dan6	閒逛
冷	冷	lan6	
爭	争	tsan1	白讀
撐	撑	tshan1	
撑	撑	tshan1	
睜	睁	dzan2	白讀
鋥	锃	dzan2	～亮
盛	盛	dzan6	姓
牲	牲	san1	白讀
生	生	san1	白讀 學～
甥	甥	san3	白讀
省	省	san3	白讀 節～
聲	声	san3	白讀 輕～
生	生	san5	白讀 接～
羹	羹	kan1	
粳	粳	kan1	
埂	埂	kan1	
耿	耿	kan1	
更	更	kan1	白讀
庚	庚	kan1	白讀
耕	耕	kan1	白讀
梗	梗	kan1	白讀
坑	坑	khan1	
鯁	鲠	gan6	
硬	硬	ngan6	
亨	亨	han1	
夯	夯	han5	
行	行	ghan2	白讀 ～爲
桁	桁	ghan2	～條
杏	杏	ghan6	
櫻	樱	an1	白讀 ～桃
鸚	鹦	an1	白讀 ～哥
㹙	㹙	an5	小牛～
良	良	lian2	
涼	凉	lian2	
糧	粮	lian2	
樑	梁	lian2	
梁	梁	lian2	
粱	粱	lian2	
諒	谅	lian2	
輛	辆	lian2	
量	量	lian2	～米
兩	两	lian2	斤～
亮	亮	lian6	文讀
量	量	lian6	氣～
兩	两	lian6	～個
疆	疆	cian1	
張	张	cian1	
僵	僵	cian1	
蔣	蒋	cian1	
將	将	cian1	～來
腳	脚	cian1	兒化變讀 拐～
雀	雀	cian1	兒化變讀 麻～
漲	涨	cian3	
獎	奖	cian3	
槳	桨	cian3	
長	长	cian3	生～
姜	姜	cian5	
醬	酱	cian5	
漿	浆	cian5	
帳	帐	cian5	
賬	账	cian5	
脹	胀	cian5	
仗	仗	cian5	打～
將	将	cian5	～軍
槍	枪	chian1	
腔	腔	chian1	
羌	羌	chian1	
敞	敞	chian1	
強	强	chian1	勉～
强	强	chian1	勉～
鵲	鹊	chian1	兒化變讀 ～鴉
搶	抢	chian3	
廠	厂	chian3	
嗆	呛	chian5	咳嗽
𪉨	𪉨	chian5	～蟹
詳	详	jian2	
祥	祥	jian2	
腸	肠	jian2	
場	场	jian2	
翔	翔	jian2	
長	长	jian2	～短
丈	丈	jian6	
杖	杖	jian6	
仗	仗	jian6	依～
強	强	jian6	～大
强	强	jian6	～大
滰	滰	jian6	洗
娘	娘	gnian2	
壤	壤	gnian2	
瓤	瓤	gnian2	瓜～
央	央	gnian2	白讀 中～
亮	亮	gnian2	白讀 天～
仰	仰	gnian6	
釀	酿	gnian6	
讓	让	gnian6	
攘	攘	gnian6	
箱	箱	shian1	
廂	厢	shian1	
湘	湘	shian1	
襄	襄	shian1	
鑲	镶	shian1	
香	香	shian1	
享	享	shian1	
鄉	乡	shian1	
相	相	shian1	～信
響	响	shian6	
想	想	shian6	
鯗	鲞	shian6	
餉	饷	shian5	
向	向	shian5	
相	相	shian5	看～
商	商	shian5	白讀 ～量
牆	墙	zhian2	
墙	墙	zhian2	
薔	蔷	zhian2	
象	象	zhian6	
橡	橡	zhian6	
像	像	zhian6	
匠	匠	zhian6	
羊	羊	yan2	
洋	洋	yan2	
烊	烊	yan2	
楊	杨	yan2	
陽	阳	yan2	
揚	扬	yan2	
瘍	疡	yan2	
漾	漾	yan2	
養	养	yan2	～分
樣	样	yan6	
癢	痒	yan6	
鴦	鸯	ian1	
映	映	ian1	
央	央	ian1	文讀
養	养	ian3	供～
秧	秧	ian5	
殃	殃	ian5	
恙	恙	ian5	安然無～
光	光	kuan1	～火
骨	骨	kuan1	兒化變讀 紅腳～
梗	梗	kuan3	白讀
逛	逛	guan2	～～奔去
晃	晃	huan5	～來～去
橫	横	wan2	～直
撗	撗	wan3	～蜘網
橫	横	uan5	～對
幫	帮	paon1	
邦	邦	paon1	
磅	磅	paon1	
鎊	镑	paon1	
榜	榜	paon3	
綁	绑	paon3	
膀	膀	paon3	吊～子
謗	谤	paon5	
膀	膀	phaon1	大腳～
胖	胖	phaon5	
旁	旁	baon2	
龐	庞	baon2	
滂	滂	baon2	
傍	傍	baon2	
膀	膀	baon2	～胱
防	防	baon6	
棒	棒	baon6	
忙	忙	maon2	
芒	芒	maon2	
茫	茫	maon2	
盲	盲	maon2	
氓	氓	maon2	
懵	懵	maon6	
莽	莽	maon6	
蟒	蟒	maon6	
網	网	maon6	
夢	梦	maon6	
望	望	maon6	白讀
忘	忘	maon6	白讀
妄	妄	maon6	白讀
方	方	faon1	
肪	肪	faon1	
芳	芳	faon1	
妨	妨	faon1	
紡	纺	faon3	
仿	仿	faon3	
放	放	faon5	
訪	访	faon5	
坊	坊	faon5	
房	房	vaon2	
亡	亡	vaon6	
望	望	vaon6	文讀
忘	忘	vaon6	文讀
妄	妄	vaon6	文讀
當	当	taon1	～時
黨	党	taon3	
檔	档	taon3	
擋	挡	taon3	阻～
當	当	taon5	上～
擋	挡	taon5	～扶
湯	汤	thaon1	
倘	倘	thaon3	
躺	躺	thaon3	
燙	烫	thaon5	
趟	趟	thaon5	
堂	堂	daon2	
棠	棠	daon2	
螳	螳	daon2	
唐	唐	daon2	
糖	糖	daon2	
塘	塘	daon2	
溏	溏	daon2	爛～
膛	膛	daon2	
宕	宕	daon2	石～
蕩	荡	daon6	
搪	搪	daon6	～瓷
囊	囊	naon2	
曩	曩	naon2	～昔
攮	攮	naon2	～一刀
朗	朗	laon2	
廊	廊	laon2	
郎	郎	laon2	
狼	狼	laon6	
浪	浪	laon6	
莊	庄	tsaon1	
裝	装	tsaon1	
章	章	tsaon1	
樟	樟	tsaon1	
樁	桩	tsaon1	
掌	掌	tsaon1	
贓	赃	tsaon1	
髒	脏	tsaon1	骯～
葬	葬	tsaon5	
壯	壮	tsaon5	
障	障	tsaon5	
倉	仓	tshaon1	
蒼	苍	tshaon1	
艙	舱	tshaon1	
滄	沧	tshaon1	
瘡	疮	tshaon1	
昌	昌	tshaon1	
菖	菖	tshaon1	
窗	窗	tshaon1	
猖	猖	tshaon1	
創	创	tshaon1	～傷
闖	闯	tshaon3	
暢	畅	tshaon5	
唱	唱	tshaon5	
倡	倡	tshaon5	
創	创	tshaon5	開～
常	常	dzaon2	
嘗	尝	dzaon2	
償	偿	dzaon2	
藏	藏	dzaon2	
幢	幢	dzaon2	
臟	脏	dzaon2	五～
撞	撞	dzaon6	
桑	桑	saon1	
霜	霜	saon1	
孀	孀	saon1	
商	商	saon1	文讀
傷	伤	saon1	
磉	磉	saon1	
舂	舂	saon1	
喪	丧	saon1	～事
雙	双	saon3	
爽	爽	saon3	
嗓	嗓	saon3	
賞	赏	saon3	
喪	丧	saon5	～失
裳	裳	zaon2	
牀	床	zaon2	
床	床	zaon2	
上	上	zaon6	
狀	状	zaon6	
尚	尚	zaon6	
岡	冈	kaon1	
崗	岗	kaon1	
剛	刚	kaon1	
綱	纲	kaon1	
鋼	钢	kaon1	
缸	缸	kaon1	
江	江	kaon3	
講	讲	kaon3	
港	港	kaon3	
槓	杠	kaon5	
杠	杠	kaon5	
扛	扛	kaon5	
肛	肛	kaon5	
降	降	kaon5	～落
亢	亢	khaon1	
康	康	khaon1	
糠	糠	khaon1	
慷	慷	khaon1	
炕	炕	khaon1	～牀
殼	壳	khaon1	兒化變讀 礱～（糠）
抗	抗	khaon5	
囥	囥	khaon5	藏
戇	戆	gaon6	～大
吭	吭	haon5	油～氣
巷	巷	ghaon2	
昂	昂	ghaon2	
航	航	ghaon2	
杭	杭	ghaon2	
降	降	ghaon2	投～
行	行	ghaon2	銀～
項	项	ghaon6	
骯	肮	aon1	
肮	肮	aon1	
盎	盎	aon1	
光	光	kuaon1	辰～
廣	广	kuaon3	
礦	矿	khuaon1	
框	框	khuaon1	
匡	匡	khuaon1	
筐	筐	khuaon1	
眶	眶	khuaon1	
狂	狂	guaon6	
荒	荒	huaon1	
謊	谎	huaon1	
慌	慌	huaon1	
恍	恍	huaon1	
晃	晃	huaon1	
幌	幌	huaon5	
況	况	huaon5	
曠	旷	huaon5	
黃	黄	waon2	
簧	簧	waon2	
皇	皇	waon2	
蝗	蝗	waon2	
惶	惶	waon2	
王	王	waon2	
枉	枉	waon2	冤～
旺	旺	waon6	
汪	汪	uaon5	
往	往	uaon5	
枉	枉	uaon5	～然
本	本	pen3	
奔	奔	pen5	
畚	畚	pen5	
噴	喷	phen5	
盆	盆	ben2	
笨	笨	ben6	
門	门	men2	
們	们	men2	
萌	萌	men2	
蚊	蚊	men2	白讀
蜈	蜈	men2	白讀
明	明	men2	白讀 ～份
盟	盟	men2	
悶	闷	men6	
燜	焖	men6	
聞	闻	men6	白讀
問	问	men6	白讀
芬	芬	fen1	
紛	纷	fen1	
吩	吩	fen1	
分	分	fen1	～別
粉	粉	fen3	
糞	粪	fen3	
奮	奋	fen5	
墳	坟	ven2	
文	文	ven2	
紋	纹	ven2	
氛	氛	ven2	
紊	紊	ven2	
吻	吻	ven2	
刎	刎	ven2	
蚊	蚊	ven2	文讀
分	分	ven2	安～
憤	愤	ven6	
忿	忿	ven6	
焚	焚	ven6	
份	份	ven6	
聞	闻	ven6	文讀
問	问	ven6	文讀
甮	甮	ven6	勿用
登	登	ten1	
燈	灯	ten1	
敦	敦	ten1	
墩	墩	ten1	
等	等	ten3	
躉	趸	ten3	～注
頂	顶	ten3	白讀 樓～
凳	凳	ten5	
瞪	瞪	ten5	
蹬	蹬	ten5	
鐙	镫	ten5	
頓	顿	ten5	
噸	吨	ten5	
燉	炖	ten5	
吞	吞	then1	
氽	氽	then3	～長江
褪	褪	then5	～落
騰	腾	den2	
謄	誊	den2	
藤	藤	den2	
滕	滕	den2	
屯	屯	den2	
豚	豚	den2	
飩	饨	den2	
臀	臀	den2	
囤	囤	den2	
鄧	邓	den2	
沌	沌	den2	
盾	盾	den2	
遁	遁	den2	
停	停	den2	白讀
鈍	钝	den6	
能	能	nen2	
寧	宁	nen2	白讀 ～可
嫩	嫩	nen6	
侖	仑	len2	
倫	伦	len2	
淪	沦	len2	
輪	轮	len2	
綸	纶	len2	
圇	囵	len2	
棱	棱	len2	
楞	楞	len2	
菱	菱	len2	
論	论	len6	
增	增	tsen1	
憎	憎	tsen1	
甑	甑	tsen1	陶盛器
臻	臻	tsen1	
尊	尊	tsen1	
遵	遵	tsen1	
撙	撙	tsen1	～節
箏	筝	tsen1	
崢	峥	tsen1	
猙	狰	tsen1	
諍	诤	tsen1	
掙	挣	tsen1	
怎	怎	tsen1	文讀 怎麼
咋	咋	tsen1	文讀 怎麼
爭	争	tsen1	文讀
睜	睁	tsen1	文讀
曾	曾	tsen1	姓
村	村	tshen1	
忖	忖	tshen3	思～
寸	寸	tshen5	
襯	衬	tshen5	
贈	赠	dzen2	
存	存	dzen2	
蹲	蹲	dzen2	虎～山
僧	僧	sen1	
笙	笙	sen1	
森	森	sen1	
孫	孙	sen1	
猻	狲	sen1	
生	生	sen1	文讀
牲	牲	sen1	文讀
甥	甥	sen1	文讀
參	参	sen1	人～
蔘	参	sen1	人～
損	损	sen3	
省	省	sen3	文讀 節～
滲	渗	sen5	
遜	逊	sen5	
層	层	zen2	
跟	跟	ken1	
根	根	ken1	
艮	艮	ken1	
耿	耿	ken1	
哽	哽	ken1	
更	更	ken1	文讀
梗	梗	ken1	文讀
庚	庚	ken1	文讀
耕	耕	ken1	文讀
鏗	铿	khen1	
肯	肯	khen3	
懇	恳	khen3	
啃	啃	khen3	
墾	垦	khen5	
詪	詪	gen6	～老頭
很	很	hen3	
狠	狠	hen3	
恆	恒	ghen2	
恒	恒	ghen2	
衡	衡	ghen2	
痕	痕	ghen2	
莖	茎	ghen2	
恨	恨	ghen6	
恩	恩	en1	
冰	冰	pin1	
兵	兵	pin1	
彬	彬	pin1	
賓	宾	pin1	
擯	摈	pin1	～棄
濱	滨	pin1	
斌	斌	pin1	
繽	缤	pin1	
丙	丙	pin3	
餅	饼	pin3	
炳	炳	pin3	
秉	秉	pin3	
稟	禀	pin3	
柄	柄	pin3	話～
併	并	pin3	合～
并	并	pin3	合～
殯	殡	pin5	
鬢	鬓	pin5	
柄	柄	pin5	把～
拼	拼	phin1	
姘	姘	phin1	
品	品	phin3	
聘	聘	phin5	
平	平	bin2	
憑	凭	bin2	
坪	坪	bin2	
評	评	bin2	
屏	屏	bin2	
萍	萍	bin2	
蘋	苹	bin2	
頻	频	bin2	
貧	贫	bin2	
病	病	bin6	
瓶	瓶	bin6	
並	并	bin6	～且
萌	萌	min2	
鳴	鸣	min2	
名	名	min2	
民	民	min2	
明	明	min2	文讀
閩	闽	min6	
憫	悯	min6	
敏	敏	min6	
命	命	min6	
盟	盟	min6	
銘	铭	min6	
皿	皿	min6	
冥	冥	min6	
螟	螟	min6	
瞑	瞑	min6	
酩	酩	min6	
抿	抿	min6	
丁	丁	tin1	
鼎	鼎	tin3	
頂	顶	tin3	文讀
訂	订	tin5	
釘	钉	tin5	
盯	盯	tin5	
叮	叮	tin5	
疔	疔	tin5	
聽	听	thin1	
汀	汀	thin1	
廳	厅	thin1	
艇	艇	thin1	
挺	挺	thin3	
廷	廷	din2	
庭	庭	din2	
蜓	蜓	din2	
錠	锭	din2	
亭	亭	din2	
停	停	din6	
定	定	din6	
陵	陵	lin2	
凌	凌	lin2	
靈	灵	lin2	
零	零	lin2	
鈴	铃	lin2	
伶	伶	lin2	
翎	翎	lin2	
另	另	lin2	
林	林	lin2	
淋	淋	lin2	
臨	临	lin2	
鄰	邻	lin2	
鱗	鳞	lin2	
磷	磷	lin2	
霖	霖	lin2	
琳	琳	lin2	
凜	凛	lin2	
玲	玲	lin2	
齡	龄	lin2	
羚	羚	lin2	
躪	躏	lin2	
菱	菱	lin2	文讀
領	领	lin6	
檁	檩	lin6	
令	令	lin6	
嶺	岭	lin6	
吝	吝	lin6	
徵	征	cin1	
征	征	cin1	
京	京	cin1	
蒸	蒸	cin1	
荊	荆	cin1	
精	精	cin1	
晶	晶	cin1	
睛	睛	cin1	
境	境	cin1	
景	景	cin1	
症	症	cin1	
針	针	cin1	
斟	斟	cin1	
今	今	cin1	
金	金	cin1	
津	津	cin1	
進	进	cin1	
筋	筋	cin1	
巾	巾	cin1	
襟	襟	cin1	
砧	砧	cin1	
貞	贞	cin1	
晉	晋	cin1	
偵	侦	cin1	
幀	帧	cin1	
腈	腈	cin1	～肉
正	正	cin1	～月
禁	禁	cin1	不～
警	警	cin3	
整	整	cin3	
頸	颈	cin3	
錦	锦	cin3	
謹	谨	cin3	
井	井	cin3	
枕	枕	cin3	
緊	紧	cin3	
斤	斤	cin3	
經	经	cin5	
證	证	cin5	
敬	敬	cin5	
竟	竟	cin5	
鏡	镜	cin5	
政	政	cin5	
徑	径	cin5	
浸	浸	cin5	
進	进	cin5	
怔	怔	cin5	
勁	劲	cin5	～敵
正	正	cin5	公～
禁	禁	cin5	～止
清	清	chin1	
青	青	chin1	
輕	轻	chin1	
傾	倾	chin1	
蜻	蜻	chin1	
侵	侵	chin1	
親	亲	chin1	～切
請	请	chin3	
趁	趁	chin5	
秤	秤	chin5	
稱	称	chin5	
櫬	榇	chin5	
逞	逞	chin5	
蟶	蛏	chin5	
欽	钦	chin5	
寢	寝	chin5	
沁	沁	chin5	
衾	衾	chin5	
撳	揿	chin5	
卿	卿	chin5	
頃	顷	chin5	
磬	磬	chin5	
罄	罄	chin5	
慶	庆	chin5	
親	亲	chin5	～家
近	近	jin1	
僅	仅	jin1	
矜	矜	jin1	
瑾	瑾	jin1	
堇	堇	jin1	
饉	馑	jin1	
巹	卺	jin1	
覲	觐	jin1	
鯨	鲸	jin1	
儆	儆	jin1	
陣	阵	jin1	
朕	朕	jin1	
鴆	鸩	jin1	
拯	拯	jin1	
沉	沉	jin1	
塵	尘	jin1	
臣	臣	jin1	
忱	忱	jin1	
橙	橙	jin1	
城	城	jin1	
承	承	jin1	
乘	乘	jin1	
呈	呈	jin1	
誠	诚	jin1	
懲	惩	jin1	
澄	澄	jin1	
埕	埕	jin1	
丞	丞	jin1	
琴	琴	jin1	
勤	勤	jin1	
禽	禽	jin1	
擒	擒	jin1	
芹	芹	jin1	
檎	檎	jin1	
噙	噙	jin1	
情	情	jin1	
擎	擎	jin1	
黥	黥	jin1	
仍	仍	jin1	
靳	靳	jin1	
鄭	郑	jin1	
陳	陈	jin1	
成	成	jin1	
程	程	jin1	
秦	秦	jin1	
岑	岑	jin1	姓
盡	尽	jin3	
靖	靖	jin3	
剩	剩	jin3	
競	竞	jin3	
勁	劲	jin3	～道
凝	凝	gnin2	
擰	拧	gnin2	
檸	柠	gnin2	
濘	泞	gnin2	
獰	狞	gnin2	
銀	银	gnin2	
吟	吟	gnin2	
垠	垠	gnin2	
鄞	鄞	gnin2	
齦	龈	gnin2	
狺	狺	gnin2	
迎	迎	gnin2	
壬	壬	gnin2	
賃	赁	gnin2	
人	人	gnin2	白讀
仁	仁	gnin2	白讀
寧	宁	gnin2	文讀
佞	佞	gnin6	
認	认	gnin6	白讀
刃	刃	gnin6	白讀
任	任	gnin6	白讀
忍	忍	gnin6	白讀
韌	韧	gnin6	白讀
新	新	shin1	
心	心	shin1	
辛	辛	shin1	
芯	芯	shin1	
欣	欣	shin1	
鋅	锌	shin1	
薪	薪	shin1	
馨	馨	shin1	
鑫	鑫	shin1	
星	星	shin1	
腥	腥	shin1	
惺	惺	shin1	
猩	猩	shin1	
深	深	shin1	
嬸	婶	shin1	
娠	娠	shin1	
莘	莘	shin1	
升	升	shin1	
聲	声	shin1	文讀
興	兴	shin1	～旺
審	审	shin3	
醒	醒	shin3	
沈	沈	shin3	
擤	擤	shin3	～鼻涕
省	省	shin3	反～
勝	胜	shin5	
性	性	shin5	
姓	姓	shin5	
聖	圣	shin5	
迅	迅	shin5	
訊	讯	shin5	
汛	汛	shin5	
信	信	shin5	
釁	衅	shin5	
興	兴	shin5	～起
尋	寻	zhin2	
晴	晴	zhin2	
繩	绳	zhin2	
盛	盛	zhin2	茂～
靜	静	zhin6	
淨	净	zhin6	
盈	盈	zhin6	
楹	楹	zhin6	
營	营	yin2	
瑩	莹	yin2	
