繁體	简体	吳拼	備注
螢	萤	yin2	
寅	寅	yin2	
淫	淫	yin2	
形	形	yin2	
刑	刑	yin2	
型	型	yin2	
幸	幸	yin2	
邢	邢	yin2	
霪	霪	yin2	
蚓	蚓	yin2	
夤	夤	yin2	
塋	茔	yin2	
贏	赢	yin2	
嬴	嬴	yin2	
瀠	潆	yin2	
瀛	瀛	yin2	
塍	塍	yin2	田～
行	行	yin2	文讀 品～
引	引	yin6	
孕	孕	yin6	
英	英	in1	
因	因	in1	
音	音	in1	
陰	阴	in1	
姻	姻	in1	
穎	颖	in1	
嬰	婴	in1	
鷹	鹰	in1	
蠅	蝇	in1	
纓	缨	in1	
鶯	莺	in1	
罌	罂	in1	
膺	膺	in1	
櫻	樱	in1	文讀
鸚	鹦	in1	文讀
影	影	in3	
隱	隐	in3	
癮	瘾	in3	
印	印	in5	
熨	熨	in5	
飲	饮	in5	
殷	殷	in5	
蔭	荫	in5	
茵	茵	in5	
湮	湮	in5	
應	应	in5	
𢷍	𢷍	in5	量米
滾	滚	kuen3	
棍	棍	kuen5	
昆	昆	khuen1	
坤	坤	khuen1	
捆	捆	khuen3	
困	困	khuen5	
潰	溃	guen2	～膿
葷	荤	huen1	
昏	昏	huen1	
婚	婚	huen1	
餛	馄	wen2	
渾	浑	wen2	
魂	魂	wen2	文讀
混	混	wen2	～水
混	混	wen6	～合
溫	温	uen1	
温	温	uen1	
瘟	瘟	uen1	
搵	揾	uen1	～醬油
揾	揾	uen1	～醬油
穩	稳	uen3	
均	均	ciun1	
鈞	钧	ciun1	
君	君	ciun1	
軍	军	ciun1	
炯	炯	ciun1	
窘	窘	chiun1	
菌	菌	chiun1	
羣	群	jiun2	
裙	裙	jiun2	
瓊	琼	jiun2	
郡	郡	jiun6	
𡢿	𡢿	gniun2	老～ 妻
勳	勋	shiun1	
薰	熏	shiun1	
薰	薰	shiun1	
馴	驯	shiun1	
訓	训	shiun5	
勻	匀	yun2	
韻	韵	yun2	
蘊	蕴	iun1	
蕴	蕴	iun1	
真	真	tsyun1	
鎮	镇	tsyun1	
珍	珍	tsyun1	
診	诊	tsyun1	
疹	疹	tsyun1	
肫	肫	tsyun1	
峻	峻	tsyun1	
俊	俊	tsyun1	
駿	骏	tsyun1	
竣	竣	tsyun1	
準	准	tsyun3	
鎮	镇	tsyun5	
振	振	tsyun5	
震	震	tsyun5	
晉	晋	tsyun5	
春	春	tshyun1	
椿	椿	tshyun1	
蠢	蠢	tshyun1	
皴	皴	tshyun5	
身	身	syun1	
申	申	syun1	
伸	伸	syun1	
旬	旬	syun1	
詢	询	syun1	
荀	荀	syun1	
紳	绅	syun1	
呻	呻	syun1	
筍	笋	syun3	
榫	榫	syun3	
殉	殉	syun5	
舜	舜	syun5	
瞬	瞬	syun5	
浚	浚	syun5	
腎	肾	zyun2	
循	循	zyun2	
巡	巡	zyun2	
脣	唇	zyun2	
晨	晨	zyun2	
辰	辰	zyun2	
純	纯	zyun2	
蓴	莼	zyun2	
神	神	zyun2	
慎	慎	zyun2	
淳	淳	zyun2	
諄	谆	zyun2	
紉	纫	zyun2	
仞	仞	zyun2	
荏	荏	zyun2	
飪	饪	zyun2	
人	人	zyun2	文讀
仁	仁	zyun2	文讀
甚	甚	zyun6	
醇	醇	zyun6	
稔	稔	zyun6	～熟
順	顺	zyun6	
潤	润	zyun6	
認	认	zyun6	文讀
忍	忍	zyun6	文讀
刃	刃	zyun6	文讀
韌	韧	zyun6	文讀
任	任	zyun6	文讀
賃	赁	zyun6	
崩	崩	pon1	
蹦	蹦	pon1	
捧	捧	phon3	
碰	碰	phon5	
蓬	蓬	bon2	
篷	篷	bon2	
袱	袱	bon2	兒化變讀 戴頭～
蒙	蒙	mon1	
檬	檬	mon1	
朦	朦	mon1	
蠓	蠓	mon1	
風	风	fon1	
楓	枫	fon1	
瘋	疯	fon1	
豐	丰	fon1	
丰	丰	fon1	
封	封	fon1	
峯	峰	fon1	
鋒	锋	fon1	
蜂	蜂	fon1	
烽	烽	fon1	
諷	讽	fon5	
俸	俸	fon5	
逢	逢	von2	
縫	缝	von2	～衣
奉	奉	von6	
鳳	凤	von6	
馮	冯	von6	
縫	缝	von6	裂～
東	东	ton1	
冬	冬	ton1	
懂	懂	ton3	
董	董	ton3	
凍	冻	ton5	
棟	栋	ton5	
通	通	thon1	
捅	捅	thon3	
統	统	thon3	
痛	痛	thon5	
同	同	don2	
銅	铜	don2	
桐	桐	don2	
筒	筒	don2	
童	童	don2	
彤	彤	don2	
瞳	瞳	don2	
桶	桶	don6	
動	动	don6	
洞	洞	don6	
恫	恫	don6	
農	农	non2	
膿	脓	non2	
齈	齈	non5	～鼻頭
龍	龙	lon2	
隆	隆	lon2	
聾	聋	lon2	
礱	砻	lon2	
朧	胧	lon2	
籠	笼	lon2	鳥～
路	路	lon2	兒化變讀 引～幡
六	六	lon2	兒化變讀 十五～
攏	拢	lon6	
隴	陇	lon6	
壟	垄	lon6	
弄	弄	lon6	
籠	笼	lon6	～絡
鬃	鬃	tson1	
宗	宗	tson1	
蹤	踪	tson1	
棕	棕	tson1	
忠	忠	tson1	
鐘	钟	tson1	
衷	衷	tson1	
盅	盅	tson1	
鍾	锺	tson1	
冢	冢	tson1	
中	中	tson1	～心
總	总	tson3	
腫	肿	tson3	
種	种	tson3	～子
終	终	tson5	
縱	纵	tson5	
綜	综	tson5	
糉	粽	tson5	
粽	粽	tson5	
衆	众	tson5	
眾	众	tson5	
種	种	tson5	～田
中	中	tson5	射～
聰	聪	tshon1	
匆	匆	tshon1	
蔥	葱	tshon1	
囪	囱	tshon1	
充	充	tshon1	
衝	冲	tshon1	
慫	怂	tshon1	
寵	宠	tshon1	
銃	铳	tshon5	
叢	丛	dzon2	
從	从	dzon2	
蟲	虫	dzon2	
崇	崇	dzon2	
茸	茸	dzon2	
重	重	dzon2	～復
訟	讼	dzon6	
仲	仲	dzon6	
誦	诵	dzon6	
頌	颂	dzon6	
重	重	dzon6	～要
鬆	松	son1	
松	松	son1	
嵩	嵩	son1	
叔	叔	son1	兒化變讀 阿～
聳	耸	son3	
送	送	son5	
宋	宋	son5	
公	公	kon1	
蚣	蚣	kon1	
工	工	kon1	
功	功	kon1	
攻	攻	kon1	
弓	弓	kon1	
躬	躬	kon1	
宮	宫	kon1	
恭	恭	kon1	
汞	汞	kon1	
龔	龚	kon1	
鞏	巩	kon3	
拱	拱	kon3	
供	供	kon5	
貢	贡	kon5	
空	空	khon1	～虛
孔	孔	khon3	
恐	恐	khon3	
控	控	khon5	
空	空	khon5	～缺
共	共	gon3	
哄	哄	hon3	～騙
轟	轰	hon5	
烘	烘	hon5	
哄	哄	hon5	起～
弘	弘	ghon2	
宏	宏	ghon2	
紅	红	ghon2	
洪	洪	ghon2	
鴻	鸿	ghon2	
虹	虹	ghon2	
鑊	镬	ghon2	兒化變讀 尺四～
翁	翁	on1	
屋	屋	on1	兒化變讀 東新～
甕	瓮	on3	
均	均	cion1	iun韻字又讀ion韻
鈞	钧	cion1	iun韻字又讀ion韻
君	君	cion1	iun韻字又讀ion韻
軍	军	cion1	iun韻字又讀ion韻
炯	炯	cion1	iun韻字又讀ion韻
窘	窘	chion1	iun韻字又讀ion韻
菌	菌	chion1	iun韻字又讀ion韻
窮	穷	jion2	
羣	群	jion2	iun韻字又讀ion韻
裙	裙	jion2	iun韻字又讀ion韻
瓊	琼	jion2	iun韻字又讀ion韻
郡	郡	jion6	iun韻字又讀ion韻
絨	绒	gnion2	
戎	戎	gnion2	
濃	浓	gnion2	
𡢿	𡢿	gnion2	老～ 妻 iun韻字又讀ion韻
兄	兄	shion1	
胸	胸	shion1	
兇	凶	shion1	
匈	匈	shion1	
洶	汹	shion1	
勳	勋	shion1	iun韻字又讀ion韻
薰	熏	shion1	iun韻字又讀ion韻
薰	薰	shion1	iun韻字又讀ion韻
馴	驯	shion1	iun韻字又讀ion韻
嗅	嗅	shion5	
訓	训	shion5	iun韻字又讀ion韻
榮	荣	yon2	
熒	荧	yon2	
熊	熊	yon2	
雄	雄	yon2	
融	融	yon2	
容	容	yon2	
溶	溶	yon2	
蓉	蓉	yon2	
熔	熔	yon2	
庸	庸	yon2	
雲	云	yon2	
螢	萤	yon2	
勻	匀	yon2	iun韻字又讀ion韻
韻	韵	yon2	iun韻字又讀ion韻
允	允	yon6	
用	用	yon6	
運	运	yon6	
暈	晕	yon6	
尹	尹	yon6	
閏	闰	yon6	
傭	佣	yon6	
壅	壅	ion1	～泥
蘊	蕴	ion1	iun韻字又讀ion韻
蕴	蕴	ion1	iun韻字又讀ion韻
永	永	ion3	
雍	雍	ion3	
擁	拥	ion3	
甬	甬	ion3	
勇	勇	ion3	
涌	涌	ion3	
泳	泳	ion3	
詠	咏	ion3	
踊	踊	ion3	
蛹	蛹	ion3	
恿	恿	ion3	
臃	臃	ion3	
百	百	paq7	
柏	柏	paq7	
伯	伯	paq7	
八	八	paq7	
鉢	钵	paq7	
撥	拨	paq7	
不	不	paq7	
迫	迫	paq7	
爸	爸	paq7	阿～
拍	拍	phaq7	
魄	魄	phaq7	氣～
潑	泼	phaq7	
粕	粕	phaq7	
白	白	baq8	
帛	帛	baq8	
拔	拔	baq8	
鈸	钹	baq8	
跋	跋	baq8	
勃	勃	baq8	
孛	孛	baq8	
渤	渤	baq8	
鵓	鹁	baq8	
鼻	鼻	baq8	白讀 ～頭管
陌	陌	maq8	
麥	麦	maq8	
脈	脉	maq8	
抹	抹	maq8	
沫	沫	maq8	
襪	袜	maq8	
沒	没	maq8	
末	末	maq8	
默	默	maq8	
茉	茉	maq8	
歿	殁	maq8	
沒	没	maq8	嘸沒合音
法	法	faq7	
發	发	faq7	
髮	发	faq7	
弗	弗	faq7	
拂	拂	faq7	
勿	勿	faq7	
琺	珐	faq7	
砝	砝	faq7	
乏	乏	vaq8	
伐	伐	vaq8	
筏	筏	vaq8	
罰	罚	vaq8	
閥	阀	vaq8	
佛	佛	vaq8	
物	物	vaq8	
答	答	taq7	
搭	搭	taq7	
得	得	taq7	
德	德	taq7	
褡	褡	taq7	
瘩	瘩	taq7	
掇	掇	taq7	用手端
怛	怛	taq7	～～動
𡍲	𡍲	taq7	地名
塔	塔	thaq7	
榻	榻	thaq7	
塌	塌	thaq7	
獺	獭	thaq7	
脫	脱	thaq7	
脱	脱	thaq7	
禿	秃	thaq7	
拓	拓	thaq7	～碑
忒	忒	thaq7	太
蹋	蹋	thaq7	糟～
遢	遢	thaq7	邋～
踏	踏	daq8	
特	特	daq8	
達	达	daq8	
奪	夺	daq8	
突	突	daq8	
撻	挞	daq8	
凸	凸	daq8	
沓	沓	daq8	一～紙
納	纳	naq8	
捺	捺	naq8	
衲	衲	naq8	尿～
那	那	naq7	授物示意
臘	腊	laq8	
蠟	蜡	laq8	
邋	邋	laq8	
肋	肋	laq8	
勒	勒	laq8	
辣	辣	laq8	
垃	垃	laq8	
捋	捋	laq8	
獵	猎	laq8	
欄	栏	laq8	白讀 柵～
攔	拦	laq8	白讀 ～牢
劣	劣	laq8	
嘞	嘞	laq7	～～響
則	则	tsaq7	
窄	窄	tsaq7	
責	责	tsaq7	
扎	扎	tsaq7	
札	札	tsaq7	
仄	仄	tsaq7	
卒	卒	tsaq7	
只	只	tsaq7	～身
摘	摘	tsaq7	
插	插	tshaq7	
拆	拆	tshaq7	
策	策	tshaq7	
冊	册	tshaq7	
擦	擦	tshaq7	
察	察	tshaq7	
撮	撮	tshaq7	
側	侧	tshaq7	
測	测	tshaq7	
㿭	㿭	tshaq7	皴～
漆	漆	tshaq7	白讀
赤	赤	tshaq7	白讀 ～豆
尺	尺	tshaq7	白讀
斥	斥	tshaq7	白讀 ～退
澤	泽	dzaq8	
擇	择	dzaq8	
宅	宅	dzaq8	
眨	眨	saq7	
塞	塞	saq7	
柵	栅	saq7	
澀	涩	saq7	
薩	萨	saq7	
殺	杀	saq7	
瑟	瑟	saq7	
蝨	虱	saq7	
圾	圾	saq7	
色	色	saq7	
剎	刹	saq7	
煞	煞	saq7	
霎	霎	saq7	
率	率	saq7	～領
撒	撒	saq7	～手
雜	杂	zaq8	
閘	闸	zaq8	
賊	贼	zaq8	
擇	择	zaq8	家～科
鍘	铡	zaq8	
碩	硕	zaq8	
煠	煠	zaq8	油～檜
炸	炸	zaq8	油～檜
石	石	zaq8	白讀
蛤	蛤	kaq7	
鴿	鸽	kaq7	
夾	夹	kaq7	
格	格	kaq7	
革	革	kaq7	
隔	隔	kaq7	
割	割	kaq7	
葛	葛	kaq7	
疙	疙	kaq7	
甲	甲	kaq7	白讀 盔～
胛	胛	kaq7	白讀 肩～
合	合	kaq7	～算
磕	磕	khaq7	
掐	掐	khaq7	
刻	刻	khaq7	
客	客	khaq7	
克	克	khaq7	
咳	咳	khaq7	
渴	渴	khaq7	
瞌	瞌	khaq7	
甲	甲	khaq7	白讀 指～
軋	轧	gaq8	
額	额	ngaq8	
𩓥	𫖵	nkaq7	～～動
喝	喝	haq7	
黑	黑	haq7	
赫	赫	haq7	
嚇	吓	haq7	
瞎	瞎	haq7	
郝	郝	haq7	姓
盒	盒	ghaq8	
狹	狭	ghaq8	
匣	匣	ghaq8	
轄	辖	ghaq8	
核	核	ghaq8	文讀 ～能
合	合	ghaq8	～作
壓	压	aq7	
押	押	aq7	
扼	扼	aq7	
鴨	鸭	aq7	
阿	阿	aq7	～大
峽	峡	ciaq7	
甲	甲	ciaq7	文讀 ～乙丙丁
恰	恰	chiaq7	
揠	揠	iaq7	
括	括	kuaq7	
刮	刮	kuaq7	
骨	骨	kuaq7	
闊	阔	khuaq7	
窟	窟	khuaq7	
刮	刮	guaq8	～翼梢
忽	忽	huaq7	
豁	豁	huaq7	開～
活	活	waq8	
滑	滑	waq8	
猾	猾	waq8	
杌	杌	waq8	席子
兀	兀	waq8	
囫	囫	waq8	～圇吞
魂	魂	waq8	白讀 ～靈
核	核	waq8	白讀 果～
劃	划	waq8	計～
還	还	waq8	白讀 ～是
挖	挖	uaq7	
質	质	tsyuq7	
折	折	tsyuq7	
摺	折	tsyuq7	
哲	哲	tsyuq7	
浙	浙	tsyuq7	
蜇	蜇	tsyuq7	
這	这	tsyuq7	
給	给	tsyuq7	交～
出	出	tshyuq7	
徹	彻	tshyuq7	
撤	撤	tshyuq7	
澈	澈	tshyuq7	
赤	赤	tshyuq7	白讀 ～裸
綽	绰	tshyuq7	白讀 闊～
斥	斥	tshyuq7	白讀 ～退
雪	雪	syuq7	
說	说	syuq7	
失	失	syuq7	
室	室	syuq7	
戌	戌	syuq7	
刷	刷	syuq7	
集	集	zyuq8	
十	十	zyuq8	
什	什	zyuq8	
入	入	zyuq8	
實	实	zyuq8	
術	术	zyuq8	
述	述	zyuq8	
拾	拾	zyuq8	
若	若	zyuq8	
日	日	zyuq8	文讀
習	习	zyuq8	
逼	逼	piq7	
碧	碧	piq7	
壁	壁	piq7	
璧	璧	piq7	
鱉	鳖	piq7	
憋	憋	piq7	
筆	笔	piq7	
畢	毕	piq7	
必	必	piq7	
癟	瘪	piq7	
瞥	瞥	piq7	
僻	僻	phiq7	
闢	辟	phiq7	
劈	劈	phiq7	
撇	撇	phiq7	
匹	匹	phiq7	
霹	霹	phiq7	
癖	癖	phiq7	
別	别	biq8	
蹩	蹩	biq8	
愎	愎	biq8	
弼	弼	biq8	
鼻	鼻	biq8	文讀
密	密	miq8	
蜜	蜜	miq8	
滅	灭	miq8	
蔑	蔑	miq8	
篾	篾	miq8	
冪	幂	miq8	
覓	觅	miq8	
的	的	tiq7	
滴	滴	tiq7	
嫡	嫡	tiq7	
跌	跌	tiq7	
摘	摘	tiq7	
踢	踢	thiq7	
惕	惕	thiq7	
剔	剔	thiq7	
帖	帖	thiq7	
貼	贴	thiq7	
鐵	铁	thiq7	
笛	笛	diq8	
敵	敌	diq8	
糴	籴	diq8	
疊	叠	diq8	
牒	牒	diq8	
蝶	蝶	diq8	
諜	谍	diq8	
碟	碟	diq8	
滌	涤	diq8	
迪	迪	diq8	
狄	狄	diq8	
迭	迭	diq8	
略	略	liq8	
掠	掠	liq8	
力	力	liq8	
歷	历	liq8	
立	立	liq8	
笠	笠	liq8	
列	列	liq8	
裂	裂	liq8	
烈	烈	liq8	
慄	栗	liq8	
栗	栗	liq8	
律	律	liq8	
粒	粒	liq8	
瀝	沥	liq8	
率	率	liq8	效～
劣	劣	liq8	
爵	爵	ciq7	
酌	酌	ciq7	
即	即	ciq7	
腳	脚	ciq7	
脚	脚	ciq7	
織	织	ciq7	
職	职	ciq7	
積	积	ciq7	
跡	迹	ciq7	
脊	脊	ciq7	
績	绩	ciq7	
擊	击	ciq7	
激	激	ciq7	
接	接	ciq7	
秸	秸	ciq7	
摺	摺	ciq7	
褶	褶	ciq7	
劫	劫	ciq7	
執	执	ciq7	
汁	汁	ciq7	
急	急	ciq7	
級	级	ciq7	
揭	揭	ciq7	
節	节	ciq7	
結	结	ciq7	
潔	洁	ciq7	
吉	吉	ciq7	
騭	骘	ciq7	傷陰～
莢	荚	ciq7	豆～
戟	戟	ciq7	畫～
着	着	ciq7	衣～
只	只	ciq7	白讀 ～有
給	给	ciq7	供～
甲	甲	ciq7	文讀 ～乙丙丁
頰	颊	ciq7	面～巴
鵲	鹊	chiq7	
雀	雀	chiq7	
卻	却	chiq7	
戚	戚	chiq7	
怯	怯	chiq7	
妾	妾	chiq7	
輯	辑	chiq7	
緝	缉	chiq7	
泣	泣	chiq7	
切	切	chiq7	
七	七	chiq7	
訖	讫	chiq7	
乞	乞	chiq7	
迄	迄	chiq7	
隙	隙	chiq7	
挈	挈	chiq7	～匣
尺	尺	chiq7	白讀
綽	绰	chiq7	文讀 ～號
赤	赤	chiq7	文讀
漆	漆	chiq7	文讀
吃	吃	chiq7	文讀
斥	斥	chiq7	文讀
恰	恰	chiq7	
直	直	jiq8	
值	值	jiq8	
殖	殖	jiq8	
植	植	jiq8	
極	极	jiq8	
劇	剧	jiq8	
屐	屐	jiq8	
擲	掷	jiq8	
寂	寂	jiq8	
捷	捷	jiq8	
涉	涉	jiq8	
蟄	蛰	jiq8	
及	及	jiq8	
傑	杰	jiq8	
疾	疾	jiq8	
侄	侄	jiq8	
秩	秩	jiq8	
竭	竭	jiq8	
睫	睫	jiq8	
術	术	jiq8	白～
着	着	jiq8	火～
習	习	jiq8	
虐	虐	gniq8	
瘧	疟	gniq8	
逆	逆	gniq8	
聶	聂	gniq8	
鑷	镊	gniq8	
躡	蹑	gniq8	
業	业	gniq8	
熱	热	gniq8	
孽	孽	gniq8	
捏	捏	gniq8	
鎳	镍	gniq8	
匿	匿	gniq8	
箬	箬	gniq8	
溺	溺	gniq8	
日	日	gniq8	白讀
削	削	shiq7	
息	息	shiq7	
熄	熄	shiq7	
媳	媳	shiq7	
識	识	shiq7	
式	式	shiq7	
惜	惜	shiq7	
昔	昔	shiq7	
適	适	shiq7	
釋	释	shiq7	
錫	锡	shiq7	
析	析	shiq7	
攝	摄	shiq7	
脅	胁	shiq7	
溼	湿	shiq7	
吸	吸	shiq7	
薛	薛	shiq7	
歇	歇	shiq7	
蠍	蝎	shiq7	
屑	屑	shiq7	
悉	悉	shiq7	
膝	膝	shiq7	
飾	饰	shiq7	
晰	晰	shiq7	
淅	淅	shiq7	
嚼	嚼	zhiq8	
弱	弱	zhiq8	
食	食	zhiq8	
舌	舌	zhiq8	
蝕	蚀	zhiq8	
藉	藉	zhiq8	
席	席	zhiq8	
蓆	席	zhiq8	
夕	夕	zhiq8	
射	射	zhiq8	
籍	籍	zhiq8	
汐	汐	zhiq8	
襲	袭	zhiq8	
石	石	zhiq8	～花
截	截	zhiq8	～斷
該	该	kiq7	這
藥	药	yiq8	
鑰	钥	yiq8	
躍	跃	yiq8	
翼	翼	yiq8	
亦	亦	yiq8	
譯	译	yiq8	
液	液	yiq8	
腋	腋	yiq8	
洽	洽	yiq8	
協	协	yiq8	
葉	叶	yiq8	
頁	页	yiq8	
逸	逸	yiq8	
易	易	yiq8	交～
峽	峡	yiq8	
乙	乙	iq7	
約	约	iq7	
抑	抑	iq7	
益	益	iq7	
揖	揖	iq7	
壹	壹	iq7	
噎	噎	iq7	
一	一	iq7	
溢	溢	iq7	
邑	邑	iq7	
億	亿	iq7	
憶	忆	iq7	
臆	臆	iq7	
隘	隘	iq7	狹～
菊	菊	ciuq7	
拙	拙	ciuq7	
決	决	ciuq7	
訣	诀	ciuq7	
桔	桔	ciuq7	
抉	抉	ciuq7	
鞠	鞠	ciuq7	
覺	觉	ciuq7	文讀 ～悟
缺	缺	chiuq7	
曲	曲	chiuq7	
屈	屈	chiuq7	
確	确	chiuq7	
榷	榷	chiuq7	
畜	畜	chiuq7	～牲
掘	掘	jiuq8	
倔	倔	jiuq8	
局	局	jiuq8	
軸	轴	jiuq8	
鐲	镯	jiuq8	
截	截	jiuq8	半～
血	血	shiuq7	
蓄	蓄	shiuq7	
旭	旭	shiuq7	
恤	恤	shiuq7	
畜	畜	shiuq7	～牧
疫	疫	yuq8	
役	役	yuq8	
育	育	yuq8	
悅	悦	yuq8	
悦	悦	yuq8	
閱	阅	yuq8	
月	月	yuq8	
越	越	yuq8	
粵	粤	yuq8	
穴	穴	yuq8	
域	域	yuq8	
浴	浴	yuq8	文讀
欲	欲	yuq8	
樂	乐	yuq8	音～
鬱	郁	iuq7	
博	博	poq7	
剝	剥	poq7	
卜	卜	poq7	
北	北	poq7	
搏	搏	poq7	
膊	膊	poq7	
駁	驳	poq7	
縛	缚	poq7	文讀
樸	朴	phoq7	
撲	扑	phoq7	
帕	帕	phoq7	
仆	仆	phoq7	前～後繼
薄	薄	boq8	
雹	雹	boq8	
瀑	瀑	boq8	
泊	泊	boq8	
箔	箔	boq8	
舶	舶	boq8	
匐	匐	boq8	
礴	礴	boq8	
袱	袱	boq8	白讀
伏	伏	boq8	白讀
僕	仆	boq8	～人
魄	魄	boq8	落～
摸	摸	moq8	
墨	墨	moq8	
木	木	moq8	
目	目	moq8	
穆	穆	moq8	
牧	牧	moq8	
寞	寞	moq8	
漠	漠	moq8	
膜	膜	moq8	
睦	睦	moq8	
麼	么	moq8	
莫	莫	moq8	
福	福	foq7	
幅	幅	foq7	
腹	腹	foq7	
覆	覆	foq7	
輻	辐	foq7	
蝠	蝠	foq7	
複	复	foq7	重～
服	服	voq8	
伏	伏	voq8	文讀
復	复	voq8	～原
篤	笃	toq7	
督	督	toq7	
陡	陡	toq7	白讀
託	托	thoq7	
庹	庹	thoq7	一～
拓	拓	thoq7	開～
鐸	铎	doq8	
獨	独	doq8	
讀	读	doq8	
牘	牍	doq8	
毒	毒	doq8	
犢	犊	doq8	
踱	踱	doq8	
諾	诺	noq8	
喏	喏	noq8	
落	落	loq8	
烙	烙	loq8	
駱	骆	loq8	
洛	洛	loq8	
絡	络	loq8	
酪	酪	loq8	
鹿	鹿	loq8	
祿	禄	loq8	
六	六	loq8	
陸	陆	loq8	
綠	绿	loq8	
錄	录	loq8	
碌	碌	loq8	
戮	戮	loq8	殺～
賂	赂	loq8	
麓	麓	loq8	
樂	乐	loq8	快～
摝	摝	loq7	～鈴
作	作	tsoq7	
桌	桌	tsoq7	
卓	卓	tsoq7	
琢	琢	tsoq7	
啄	啄	tsoq7	
竹	竹	tsoq7	
築	筑	tsoq7	
祝	祝	tsoq7	
粥	粥	tsoq7	
足	足	tsoq7	
燭	烛	tsoq7	
矚	瞩	tsoq7	
捉	捉	tsoq7	
囑	嘱	tsoq7	
𠛢	𠛢	tsoq7	～柴
促	促	tshoq7	
簇	簇	tshoq7	
觸	触	tshoq7	
戳	戳	tshoq7	刺入
濁	浊	dzoq8	
族	族	dzoq8	
逐	逐	dzoq8	
俗	俗	dzoq8	
續	续	dzoq8	
蜀	蜀	dzoq8	
屬	属	dzoq8	
絕	绝	dzoq8	
昨	昨	dzoq8	文讀 ～天
索	索	soq7	
速	速	soq7	
肅	肃	soq7	
縮	缩	soq7	
叔	叔	soq7	文讀
粟	粟	soq7	
束	束	soq7	
朔	朔	soq7	
宿	宿	soq7	～夜
鑿	凿	zoq8	
勺	勺	zoq8	
熟	熟	zoq8	
淑	淑	zoq8	
辱	辱	zoq8	
芍	芍	zoq8	
孰	孰	zoq8	
褥	褥	zoq8	
昨	昨	zoq8	白讀 ～日
各	各	koq7	
閣	阁	koq7	
郭	郭	koq7	
廓	廓	koq7	
角	角	koq7	
國	国	koq7	
谷	谷	koq7	
穀	谷	koq7	
覺	觉	koq7	白讀 ～渡
擱	搁	koq7	
擴	扩	khoq7	
殼	壳	khoq7	
哭	哭	khoq7	
酷	酷	khoq7	
擱	搁	goq8	
鄂	鄂	ngoq8	
鶴	鹤	ngoq8	
嶽	岳	ngoq8	
鱷	鳄	ngoq8	
齶	腭	ngoq8	
諤	谔	ngoq8	
樂	乐	ngoq8	姓
霍	霍	hoq7	
藿	藿	hoq7	
鑊	镬	ghoq8	
學	学	ghoq8	
或	或	ghoq8	
惑	惑	ghoq8	
獲	获	ghoq8	
斛	斛	ghoq8	
沃	沃	oq7	
握	握	oq7	
齷	龌	oq7	
惡	恶	oq7	～劣
屋	屋	oq7	房～
屋	屋	uoq7	～裏 家裏
吃	吃	chioq7	
肉	肉	gnioq8	
玉	玉	gnioq8	
揉	揉	gnioq8	
褥	褥	gnioq8	
浴	浴	gnioq8	白讀
欲	欲	yoq8	
浴	浴	yoq8	文讀
而	而	er2	
爾	尔	er2	
兒	儿	er2	文讀
耳	耳	er6	文讀
二	二	er6	文讀
姆	姆	m2	
畝	亩	m2	白讀
拇	拇	m2	
姆	姆	mh5	～～
無	无	mh5	白讀 ～賬得算
芋	芋	n6	～艿
你	你	n6	白讀
魚	鱼	ng2	白讀
吳	吴	ng2	白讀
五	五	ng2	白讀
兒	儿	ng2	白讀
孲	孲	nk5	～𤘅
㕶	㕶	nk5	兒語屎
